"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"5279","C22384",1331,1330,"+",3.0592640634369e-07,0.000292806372241524,-100
"5280","C22384",1346,1345,"+",1.54644117492415e-06,0.000967563448560801,-100
"6196","C22628",1044,1043,"+",7.39602301050679e-07,0.000567107055158242,100
"6198","C22628",1593,1592,"+",1.54644117492415e-06,0.000967563448560801,100
"6199","C22628",1624,1623,"+",4.00617913069118e-07,0.000360472551602639,100
"49114","C28982",4932,4931,"+",4.65675522883759e-08,7.20025244296589e-05,100
"61730","C29914",4055,4054,"+",6.3334844785763e-18,3.75278224943567e-13,-100
"62885","C29976",652,651,"+",7.98927711183157e-10,3.0896354785938e-06,-100
"67295","C30322",3485,3484,"+",1.18535587643139e-07,0.000145206093583462,-100
"67296","C30322",3602,3601,"+",1.92296598273177e-07,0.00020847356262366,-100
"68540","C30426",2243,2242,"+",1.54644117492415e-06,0.000967563448560801,100
"101645","C32984",5073,5072,"+",4.98546736263789e-08,7.5318864304131e-05,-100
"109944","C33708",8310,8309,"+",1.03544322147095e-07,0.000131309348697673,100
"112965","C34158",8562,8561,"+",2.24346031318706e-07,0.000231558844172055,100
"134284","C37024",13064,13063,"+",8.74075446696256e-07,0.000636602398132178,100
"145330","scaffold100",645220,645219,"+",1.92296598273176e-07,0.00020847356262366,-100
"145609","scaffold100",676767,676766,"+",4.9925087406347e-08,7.5318864304131e-05,100
"151962","scaffold1000",295296,295295,"+",7.39602301050679e-07,0.000567107055158242,-100
"158762","scaffold1004",438046,438045,"+",6.87650670708678e-09,1.63353043936226e-05,-100
"169349","scaffold1009",963656,963655,"+",1.92296598273176e-07,0.00020847356262366,100
"174276","scaffold1009",1519493,1519492,"+",7.39602301050678e-07,0.000567107055158242,100
"180347","scaffold101",294029,294028,"+",8.74075446696256e-07,0.000636602398132178,100
"199661","scaffold1017",395468,395467,"+",1.29430402683869e-07,0.00015541467264835,100
"211368","scaffold102",107846,107845,"+",1.82363934074417e-09,5.81738094276505e-06,-100
"211373","scaffold102",107980,107979,"+",7.39602301050679e-07,0.000567107055158242,-100
"211382","scaffold102",108202,108201,"+",1.03544322147095e-07,0.000131309348697673,-100
"211384","scaffold102",108299,108298,"+",1.18535587643139e-07,0.000145206093583462,-100
"211388","scaffold102",108463,108462,"+",8.57042624783542e-10,3.27022007897013e-06,-100
"211389","scaffold102",108469,108468,"+",8.5704262478354e-10,3.27022007897013e-06,-100
"211398","scaffold102",108947,108946,"+",7.08614143832018e-09,1.6741138065695e-05,-100
"211399","scaffold102",109073,109072,"+",1.88262403903809e-07,0.000206532338585015,-100
"211417","scaffold102",110253,110252,"+",1.54644117492415e-06,0.000967563448560801,-100
"211426","scaffold102",110678,110677,"+",5.09877343906151e-07,0.000429318712330317,-100
"223808","scaffold102",1287051,1287050,"+",5.38802532492594e-10,2.24356621467191e-06,100
"230692","scaffold1021",65347,65346,"+",1.28934500757877e-08,2.66430921319598e-05,100
"234875","scaffold1021",484590,484589,"+",7.6201449199161e-08,0.000104003068719106,100
"238720","scaffold1024",215504,215503,"+",1.03544322147095e-07,0.000131309348697673,100
"238995","scaffold1024",235918,235917,"+",1.54644117492415e-06,0.000967563448560801,100
"248940","scaffold1024",1048270,1048269,"+",1.54644117492415e-06,0.000967563448560801,-100
"251594","scaffold1024",1308347,1308346,"+",2.67078608712745e-08,4.70216582363531e-05,100
"251892","scaffold1024",1343502,1343501,"+",4.00617913069118e-07,0.000360472551602639,100
"262555","scaffold1031",425968,425967,"+",1.92296598273177e-07,0.00020847356262366,100
"267796","scaffold1032",370267,370266,"+",1.03544322147095e-07,0.000131309348697673,100
"287785","scaffold1037",361691,361690,"+",8.57042624783542e-10,3.27022007897013e-06,-100
"287787","scaffold1037",361709,361708,"+",2.24346031318706e-07,0.000231558844172055,-100
"287822","scaffold1037",367556,367555,"+",4.98546736263789e-08,7.5318864304131e-05,-100
"291744","scaffold1041",285445,285444,"+",1.54644117492415e-06,0.000967563448560801,100
"293548","scaffold1045",80802,80801,"+",1.03544322147095e-07,0.000131309348697673,100
"293795","scaffold1045",101889,101888,"+",2.91539334264082e-12,3.00577910575221e-08,100
"298711","scaffold1050",80917,80916,"+",4.65675522883759e-08,7.20025244296589e-05,100
"299926","scaffold1050",212932,212931,"+",2.12118049633927e-09,6.59114926675974e-06,100
"302682","scaffold1053",232380,232379,"+",1.54644117492415e-06,0.000967563448560801,-100
"307277","scaffold1054",219086,219085,"+",2.67078608712745e-08,4.70216582363531e-05,100
"333910","scaffold107",604810,604809,"+",7.39602301050678e-07,0.000567107055158242,100
"336727","scaffold107",1009660,1009659,"+",1.76765041361606e-09,5.68096250704199e-06,100
"336805","scaffold107",1026791,1026790,"+",1.92296598273177e-07,0.00020847356262366,-100
"343456","scaffold1077",447951,447950,"+",1.18102357305337e-08,2.50646104428068e-05,100
"350121","scaffold1083",126873,126872,"+",5.75246234150529e-08,8.31837027696722e-05,-100
"360485","scaffold1086",399470,399469,"+",1.88262403903809e-07,0.000206532338585015,-100
"360684","scaffold1086",430061,430060,"+",7.39602301050679e-07,0.000567107055158242,100
"360980","scaffold1086",483748,483747,"+",1.92296598273176e-07,0.00020847356262366,-100
"379040","scaffold1093",582197,582196,"+",2.12118049633927e-09,6.59114926675974e-06,-100
"379041","scaffold1093",582199,582198,"+",2.12118049633927e-09,6.59114926675974e-06,-100
"384812","scaffold1094",672950,672949,"+",1.03544322147095e-07,0.000131309348697673,-100
"389708","scaffold1097",273392,273391,"+",6.59698141281586e-12,6.11646333429886e-08,100
"396208","scaffold1098",65327,65326,"+",3.0592640634369e-07,0.000292806372241524,-100
"401288","scaffold11",354196,354195,"+",1.9269331981397e-08,3.62507446084923e-05,100
"401289","scaffold11",354212,354211,"+",1.9269331981397e-08,3.62507446084923e-05,100
