"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"5279","C22384",1331,1330,"+",3.0592640634369e-07,0.000292806372241524,-100
"5280","C22384",1346,1345,"+",1.54644117492415e-06,0.000967563448560801,-100
"61730","C29914",4055,4054,"+",6.3334844785763e-18,3.75278224943567e-13,-100
"62885","C29976",652,651,"+",7.98927711183157e-10,3.0896354785938e-06,-100
"67295","C30322",3485,3484,"+",1.18535587643139e-07,0.000145206093583462,-100
"67296","C30322",3602,3601,"+",1.92296598273177e-07,0.00020847356262366,-100
"101645","C32984",5073,5072,"+",4.98546736263789e-08,7.5318864304131e-05,-100
"145330","scaffold100",645220,645219,"+",1.92296598273176e-07,0.00020847356262366,-100
"151962","scaffold1000",295296,295295,"+",7.39602301050679e-07,0.000567107055158242,-100
"158762","scaffold1004",438046,438045,"+",6.87650670708678e-09,1.63353043936226e-05,-100
"211368","scaffold102",107846,107845,"+",1.82363934074417e-09,5.81738094276505e-06,-100
"211373","scaffold102",107980,107979,"+",7.39602301050679e-07,0.000567107055158242,-100
"211382","scaffold102",108202,108201,"+",1.03544322147095e-07,0.000131309348697673,-100
"211384","scaffold102",108299,108298,"+",1.18535587643139e-07,0.000145206093583462,-100
"211388","scaffold102",108463,108462,"+",8.57042624783542e-10,3.27022007897013e-06,-100
"211389","scaffold102",108469,108468,"+",8.5704262478354e-10,3.27022007897013e-06,-100
"211398","scaffold102",108947,108946,"+",7.08614143832018e-09,1.6741138065695e-05,-100
"211399","scaffold102",109073,109072,"+",1.88262403903809e-07,0.000206532338585015,-100
"211417","scaffold102",110253,110252,"+",1.54644117492415e-06,0.000967563448560801,-100
"211426","scaffold102",110678,110677,"+",5.09877343906151e-07,0.000429318712330317,-100
"248940","scaffold1024",1048270,1048269,"+",1.54644117492415e-06,0.000967563448560801,-100
"287785","scaffold1037",361691,361690,"+",8.57042624783542e-10,3.27022007897013e-06,-100
"287787","scaffold1037",361709,361708,"+",2.24346031318706e-07,0.000231558844172055,-100
"287822","scaffold1037",367556,367555,"+",4.98546736263789e-08,7.5318864304131e-05,-100
"302682","scaffold1053",232380,232379,"+",1.54644117492415e-06,0.000967563448560801,-100
"336805","scaffold107",1026791,1026790,"+",1.92296598273177e-07,0.00020847356262366,-100
"350121","scaffold1083",126873,126872,"+",5.75246234150529e-08,8.31837027696722e-05,-100
"360485","scaffold1086",399470,399469,"+",1.88262403903809e-07,0.000206532338585015,-100
"360980","scaffold1086",483748,483747,"+",1.92296598273176e-07,0.00020847356262366,-100
"379040","scaffold1093",582197,582196,"+",2.12118049633927e-09,6.59114926675974e-06,-100
"379041","scaffold1093",582199,582198,"+",2.12118049633927e-09,6.59114926675974e-06,-100
"384812","scaffold1094",672950,672949,"+",1.03544322147095e-07,0.000131309348697673,-100
"396208","scaffold1098",65327,65326,"+",3.0592640634369e-07,0.000292806372241524,-100
"420719","scaffold1107",10170,10169,"+",2.24346031318706e-07,0.000231558844172055,-100
"422834","scaffold1108",114176,114175,"+",5.09877343906151e-07,0.000429318712330317,-100
"438017","scaffold1123",230204,230203,"+",1.88262403903809e-07,0.000206532338585015,-100
"447471","scaffold1128",4986,4985,"+",4.98546736263789e-08,7.5318864304131e-05,-100
"458927","scaffold1132",108654,108653,"+",1.03544322147095e-07,0.000131309348697673,-100
"497193","scaffold1154",154049,154048,"+",1.47353715151859e-08,2.94536862063172e-05,-100
"502372","scaffold1154",592480,592479,"+",7.39602301050678e-07,0.000567107055158242,-100
"525078","scaffold1163",90277,90276,"+",1.18535587643139e-07,0.000145206093583462,-100
"531307","scaffold1164",340306,340305,"+",5.38802532492594e-10,2.24356621467191e-06,-100
"531311","scaffold1164",340328,340327,"+",6.87650670708678e-09,1.63353043936226e-05,-100
"531313","scaffold1164",340337,340336,"+",1.76765041361606e-09,5.68096250704199e-06,-100
"531315","scaffold1164",340360,340359,"+",8.57042624783542e-10,3.27022007897013e-06,-100
"531317","scaffold1164",340368,340367,"+",5.65846675050137e-11,3.69348821701672e-07,-100
"551925","scaffold1174",990815,990814,"+",7.39602301050679e-07,0.000567107055158242,-100
"570642","scaffold1179",1334136,1334135,"+",5.09877343906151e-07,0.000429318712330317,-100
"572939","scaffold1180",50202,50201,"+",3.32833916042312e-08,5.54008307668097e-05,-100
"583705","scaffold1188",544059,544058,"+",4.98546736263789e-08,7.5318864304131e-05,-100
"590786","scaffold1189",55493,55492,"+",4.98546736263789e-08,7.5318864304131e-05,-100
"593956","scaffold1189",326893,326892,"+",1.07760506498519e-09,3.89283107745454e-06,-100
"593972","scaffold1189",327136,327135,"+",1.54644117492415e-06,0.000967563448560801,-100
"600303","scaffold1191",103587,103586,"+",2.67078608712745e-08,4.70216582363531e-05,-100
"626536","scaffold121",369490,369489,"+",2.24346031318706e-07,0.000231558844172055,-100
"650303","scaffold1213",1067716,1067715,"+",3.77098754904759e-09,1.01937578591663e-05,-100
"660631","scaffold1219",184143,184142,"+",1.28934500757877e-08,2.66430921319598e-05,-100
"671001","scaffold122",225213,225212,"+",4.65675522883759e-08,7.20025244296589e-05,-100
"681678","scaffold1222",271377,271376,"+",5.75246234150529e-08,8.31837027696722e-05,-100
"711365","scaffold1241",427863,427862,"+",7.39602301050678e-07,0.000567107055158242,-100
"736684","scaffold1255",293450,293449,"+",8.74075446696256e-07,0.000636602398132178,-100
"747083","scaffold1258",772676,772675,"+",1.92296598273176e-07,0.00020847356262366,-100
"752757","scaffold126",579859,579858,"+",3.71569111196151e-12,3.6977687821547e-08,-100
"752768","scaffold126",580184,580183,"+",4.00617913069118e-07,0.000360472551602639,-100
"769005","scaffold1267",739109,739108,"+",4.00617913069118e-07,0.000360472551602639,-100
"776504","scaffold1277",75343,75342,"+",5.99264097839035e-12,5.62895301506395e-08,-100
