"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"6196","C22628",1044,1043,"+",7.39602301050679e-07,0.000567107055158242,100
"6198","C22628",1593,1592,"+",1.54644117492415e-06,0.000967563448560801,100
"6199","C22628",1624,1623,"+",4.00617913069118e-07,0.000360472551602639,100
"49114","C28982",4932,4931,"+",4.65675522883759e-08,7.20025244296589e-05,100
"68540","C30426",2243,2242,"+",1.54644117492415e-06,0.000967563448560801,100
"109944","C33708",8310,8309,"+",1.03544322147095e-07,0.000131309348697673,100
"112965","C34158",8562,8561,"+",2.24346031318706e-07,0.000231558844172055,100
"134284","C37024",13064,13063,"+",8.74075446696256e-07,0.000636602398132178,100
"145609","scaffold100",676767,676766,"+",4.9925087406347e-08,7.5318864304131e-05,100
"169349","scaffold1009",963656,963655,"+",1.92296598273176e-07,0.00020847356262366,100
"174276","scaffold1009",1519493,1519492,"+",7.39602301050678e-07,0.000567107055158242,100
"180347","scaffold101",294029,294028,"+",8.74075446696256e-07,0.000636602398132178,100
"199661","scaffold1017",395468,395467,"+",1.29430402683869e-07,0.00015541467264835,100
"223808","scaffold102",1287051,1287050,"+",5.38802532492594e-10,2.24356621467191e-06,100
"230692","scaffold1021",65347,65346,"+",1.28934500757877e-08,2.66430921319598e-05,100
"234875","scaffold1021",484590,484589,"+",7.6201449199161e-08,0.000104003068719106,100
"238720","scaffold1024",215504,215503,"+",1.03544322147095e-07,0.000131309348697673,100
"238995","scaffold1024",235918,235917,"+",1.54644117492415e-06,0.000967563448560801,100
"251594","scaffold1024",1308347,1308346,"+",2.67078608712745e-08,4.70216582363531e-05,100
"251892","scaffold1024",1343502,1343501,"+",4.00617913069118e-07,0.000360472551602639,100
"262555","scaffold1031",425968,425967,"+",1.92296598273177e-07,0.00020847356262366,100
"267796","scaffold1032",370267,370266,"+",1.03544322147095e-07,0.000131309348697673,100
"291744","scaffold1041",285445,285444,"+",1.54644117492415e-06,0.000967563448560801,100
"293548","scaffold1045",80802,80801,"+",1.03544322147095e-07,0.000131309348697673,100
"293795","scaffold1045",101889,101888,"+",2.91539334264082e-12,3.00577910575221e-08,100
"298711","scaffold1050",80917,80916,"+",4.65675522883759e-08,7.20025244296589e-05,100
"299926","scaffold1050",212932,212931,"+",2.12118049633927e-09,6.59114926675974e-06,100
"307277","scaffold1054",219086,219085,"+",2.67078608712745e-08,4.70216582363531e-05,100
"333910","scaffold107",604810,604809,"+",7.39602301050678e-07,0.000567107055158242,100
"336727","scaffold107",1009660,1009659,"+",1.76765041361606e-09,5.68096250704199e-06,100
"343456","scaffold1077",447951,447950,"+",1.18102357305337e-08,2.50646104428068e-05,100
"360684","scaffold1086",430061,430060,"+",7.39602301050679e-07,0.000567107055158242,100
"389708","scaffold1097",273392,273391,"+",6.59698141281586e-12,6.11646333429886e-08,100
"401288","scaffold11",354196,354195,"+",1.9269331981397e-08,3.62507446084923e-05,100
"401289","scaffold11",354212,354211,"+",1.9269331981397e-08,3.62507446084923e-05,100
"403354","scaffold110",147531,147530,"+",3.32734195504199e-09,9.32396489313995e-06,100
"409579","scaffold1101",429444,429443,"+",1.03544322147095e-07,0.000131309348697673,100
"409674","scaffold1101",442351,442350,"+",7.39602301050679e-07,0.000567107055158242,100
"416955","scaffold1104",273318,273317,"+",8.74075446696256e-07,0.000636602398132178,100
"424581","scaffold1108",243093,243092,"+",5.09877343906151e-07,0.000429318712330317,100
"432813","scaffold1116",120475,120474,"+",2.24346031318706e-07,0.000231558844172055,100
"434584","scaffold1117",38000,37999,"+",7.66994978867368e-08,0.000104071262692041,100
"434586","scaffold1117",38328,38327,"+",1.03417385089143e-10,6.05128422311811e-07,100
"442487","scaffold1125",48052,48051,"+",1.92296598273176e-07,0.00020847356262366,100
"443048","scaffold1125",159318,159317,"+",1.54644117492415e-06,0.000967563448560801,100
"445252","scaffold1127",45027,45026,"+",9.53235953026983e-19,6.82492409379724e-14,100
"502932","scaffold1154",648539,648538,"+",1.76765041361606e-09,5.68096250704199e-06,100
"509543","scaffold1155",38755,38754,"+",7.39602301050679e-07,0.000567107055158242,100
"518461","scaffold1160",55397,55396,"+",1.29430402683869e-07,0.00015541467264835,100
"557049","scaffold1179",184429,184428,"+",9.64172952881484e-10,3.5749328741066e-06,100
"560430","scaffold1179",523878,523877,"+",1.29430402683869e-07,0.00015541467264835,100
"580290","scaffold1188",111823,111822,"+",1.03544322147095e-07,0.000131309348697673,100
"582776","scaffold1188",465081,465080,"+",4.00617913069118e-07,0.000360472551602639,100
"601328","scaffold1195",96868,96867,"+",2.89039979720955e-08,4.98663100225351e-05,100
"604447","scaffold1199",128934,128933,"+",5.16697813210846e-09,1.30474336773546e-05,100
"627689","scaffold121",463842,463841,"+",1.1062728123291e-15,3.4986825806224e-11,100
"639637","scaffold1213",85275,85274,"+",4.98546736263789e-08,7.5318864304131e-05,100
"694188","scaffold123",265689,265688,"+",4.53728448414814e-10,1.96552673950556e-06,100
"707316","scaffold1241",17051,17050,"+",3.0592640634369e-07,0.000292806372241524,100
"710086","scaffold1241",259573,259572,"+",1.29430402683869e-07,0.00015541467264835,100
"711870","scaffold1242",4424,4423,"+",7.66994978867368e-08,0.000104071262692041,100
"723662","scaffold1249",210766,210765,"+",3.28712133800302e-08,5.49275812256994e-05,100
"742526","scaffold1258",236460,236459,"+",1.08036815489541e-08,2.33808300446006e-05,100
"755511","scaffold1262",141658,141657,"+",4.65675522883759e-08,7.20025244296589e-05,100
"784380","scaffold128",534814,534813,"+",1.54644117492415e-06,0.000967563448560801,100
