"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"76","C14868",143,142,"+",9.54565479910261e-06,0.00354184575630808,64.1414141414141
"92","C14952",87,86,"+",3.72213942847981e-05,0.00907865754216244,61.1111111111111
"209","C15934",234,233,"+",7.17548299506991e-06,0.00289072524987821,55.1724137931034
"960","C18358",441,440,"+",2.18582778214984e-05,0.00628421274286549,59.2592592592593
"1058","C18688",174,173,"+",2.01911428186836e-05,0.00596001133640221,-86.6666666666667
"1225","C19082",548,547,"+",2.29012628410652e-05,0.00647096834712001,-79.1666666666667
"1273","C19224",509,508,"+",3.16039314188595e-05,0.00820674583247032,50.9216589861751
"1274","C19224",514,513,"+",9.11470074867865e-06,0.0034561541977138,51.505376344086
"1275","C19224",549,548,"+",3.46092328994742e-07,0.000323503964568124,52.9411764705882
"1619","C19786",320,319,"+",1.61209717721784e-05,0.00510277823990013,-78.9473684210526
"1874","C20084",764,763,"+",1.54267672461038e-08,3.03995458258394e-05,93.75
"1875","C20084",783,782,"+",6.92918962137492e-07,0.000543691082869731,87.4509803921569
"2877","C21194",484,483,"+",2.06295201212604e-07,0.000217342079330737,-93.75
"3508","C21528",1242,1241,"+",1.47667459436495e-12,1.67302840364684e-08,92.2287390029326
"3509","C21528",1307,1306,"+",3.96372792082901e-10,1.76909746204872e-06,62.807881773399
"3510","C21528",1316,1315,"+",9.43022598804949e-09,2.10445686424852e-05,50.3978779840849
"3541","C21560",771,770,"+",6.45097856089759e-06,0.00268856732890804,-61.2173913043478
"3679","C21716",1430,1429,"+",4.94520465976743e-07,0.000425302013690763,-68.1818181818182
"4903","C22274",1609,1608,"+",1.31401152388106e-05,0.00441275644330685,75
"5012","C22294",267,266,"+",1.75350921030713e-06,0.00105834981271572,-88.2352941176471
"5279","C22384",1331,1330,"+",3.0592640634369e-07,0.000292806372241524,-100
"5280","C22384",1346,1345,"+",1.54644117492415e-06,0.000967563448560801,-100
"5634","C22516",283,282,"+",3.36100868300139e-11,2.38799686948085e-07,51.9138755980861
"5640","C22516",376,375,"+",2.15430196188603e-09,6.63805037371974e-06,51.9001490312966
"6196","C22628",1044,1043,"+",7.39602301050679e-07,0.000567107055158242,100
"6197","C22628",1054,1053,"+",1.0825088224469e-05,0.00381666704692781,100
"6198","C22628",1593,1592,"+",1.54644117492415e-06,0.000967563448560801,100
"6199","C22628",1624,1623,"+",4.00617913069118e-07,0.000360472551602639,100
"7688","C23042",1494,1493,"+",1.20253735381655e-05,0.00414184387825175,64.0732265446224
"8290","C23220",199,198,"+",4.0302429430446e-07,0.00036074522389417,-90
"8291","C23220",217,216,"+",7.05292515032804e-06,0.00285832805083084,-81.8181818181818
"8292","C23220",232,231,"+",3.16457198372778e-07,0.000300597292900963,-83.3333333333333
"8298","C23220",1037,1036,"+",8.85596091396477e-08,0.000116539708329194,-87.2222222222222
"8667","C23330",1439,1438,"+",5.64912733262908e-07,0.000464011064766669,-72.7668845315904
"9111","C23432",1648,1647,"+",1.0825088224469e-05,0.00381666704692781,100
"10144","C23726",943,942,"+",1.04719395825639e-06,0.000727818819444902,-60.6981981981982
"11994","C24224",1999,1998,"+",2.77949395260947e-11,2.03816958404555e-07,81.9277108433735
"11995","C24224",2012,2011,"+",2.22422983906595e-06,0.00125833379168388,67.2757475083057
"12767","C24276",1985,1984,"+",3.8148491996022e-06,0.00183928205112911,62.1266427718041
"14130","C24564",1617,1616,"+",2.01788937446174e-06,0.00117892920847496,55.1282051282051
"14161","C24564",1949,1948,"+",1.03139495432057e-08,2.25768838552141e-05,54.9450549450549
"14262","C24570",2574,2573,"+",2.14963268975713e-08,3.9604675156485e-05,-59.8598598598599
"14266","C24570",2670,2669,"+",2.24602041513921e-06,0.00126635330304458,-59.1794871794872
"14267","C24570",2686,2685,"+",6.69509910892524e-07,0.000529345618162245,-65.8441558441558
"15120","C24704",903,902,"+",3.47323817706995e-07,0.000323889179610561,-52.1193092621664
"15859","C24824",57,56,"+",3.65606670349036e-05,0.00897110866833789,74.6031746031746
"16384","C24910",554,553,"+",6.9536370571448e-07,0.000545187851360832,52.6984126984127
"16386","C24910",563,562,"+",1.91553870978877e-09,6.06177421827837e-06,58.3333333333333
"16388","C24910",572,571,"+",6.26901138815114e-08,8.94212668549794e-05,54.2567567567568
"16866","C24974",2096,2095,"+",1.12972621060611e-06,0.000767798974189371,61.6959064327485
"19533","C25540",1494,1493,"+",1.04119568381246e-05,0.00373824979278077,-85
"19860","C25572",539,538,"+",3.4157961478829e-05,0.00851432684308731,52.7527527527528
"19863","C25572",587,586,"+",5.02929564714462e-06,0.00226211438586827,83.3333333333333
"19908","C25572",2291,2290,"+",1.30389146407453e-06,0.000852782876999298,94.1176470588235
"20681","C25670",2055,2054,"+",6.97020191440255e-12,6.40490076819813e-08,53.396327331075
"21445","C25762",2803,2802,"+",1.3070224435721e-05,0.00439483393508802,-50.4394861392833
"21702","C25826",2908,2907,"+",3.76858699934001e-07,0.000345432456763989,-72.9249011857708
"22630","C25966",1238,1237,"+",3.13328742342653e-06,0.00159511581252164,54.5454545454545
"27738","C26532",944,943,"+",2.80800133788451e-06,0.00147837340400674,67.003367003367
"27742","C26532",986,985,"+",1.1955641408764e-09,4.19833155135409e-06,77.75
"28269","C26570",1830,1829,"+",4.07412707612311e-09,1.08706961463441e-05,71.2103407755582
"28469","C26614",875,874,"+",2.29431468820264e-05,0.00647818696234763,58.8235294117647
"28889","C26688",239,238,"+",5.93357246948958e-06,0.00254121531235938,72
"28894","C26688",291,290,"+",7.14298834060218e-06,0.0028853244540069,80.6451612903226
"28897","C26688",332,331,"+",4.25981454900576e-06,0.00200286452084002,80
"28899","C26688",336,335,"+",2.01205815405129e-07,0.000215146014422156,83.7837837837838
"28901","C26688",338,337,"+",2.36656363833652e-06,0.00131093687778978,82.051282051282
"28902","C26688",487,486,"+",2.66948038373652e-06,0.00142896263013356,71.4285714285714
"28903","C26688",488,487,"+",1.40710934642703e-06,0.000908130593899919,64.7619047619048
"28906","C26688",496,495,"+",1.16886655594503e-06,0.000787959235607819,72.4137931034483
"28907","C26688",497,496,"+",4.0518394199231e-10,1.79752941131367e-06,88.2352941176471
"28908","C26688",498,497,"+",2.36864064101361e-06,0.00131093687778978,72.4137931034483
"28909","C26688",499,498,"+",8.77986236435871e-12,7.75548757432927e-08,89.1891891891892
"28910","C26688",502,501,"+",5.56335524223839e-06,0.00243415192991024,72.4137931034483
"28911","C26688",503,502,"+",1.13207610095517e-05,0.00396108039752933,58.8636363636364
"28913","C26688",626,625,"+",8.40471415848903e-07,0.000619479911507582,57.8369905956113
"28915","C26688",639,638,"+",4.55983900065912e-08,7.08439935630301e-05,67.3076923076923
"28928","C26688",888,887,"+",2.27195067867711e-06,0.00127289850444199,84
"28930","C26688",972,971,"+",1.53837278618541e-05,0.00495150744393359,81.25
"29871","C26844",2626,2625,"+",5.30329573082022e-18,3.25459136128034e-13,-72.3526473526474
"29875","C26852",943,942,"+",2.31333661714292e-05,0.00651975521317036,-60
"30094","C26866",3154,3153,"+",2.5989838136073e-07,0.000258146430757842,73.5714285714286
"31147","C26960",2722,2721,"+",1.42785749982152e-05,0.00469667330063702,76.9230769230769
"31151","C26960",2847,2846,"+",3.24110446468622e-06,0.00162832296279525,80
"33047","C27178",4031,4030,"+",2.33943078507811e-07,0.000239139402728952,-67.8571428571429
"33048","C27178",4032,4031,"+",6.89279005936653e-07,0.000541570401755237,-73.9130434782609
"33049","C27178",4115,4114,"+",9.44717812789319e-06,0.00354184575630808,-80
"33051","C27178",4123,4122,"+",7.14298834060218e-06,0.0028853244540069,-80.6451612903226
"33053","C27178",4129,4128,"+",1.3330551691547e-06,0.000869203008963307,-75
"33055","C27178",4146,4145,"+",2.24841971864092e-05,0.00639448123940776,-69.6969696969697
"33057","C27178",4152,4151,"+",3.5359052004529e-06,0.00173332476943955,-73.5294117647059
"36318","C27566",4157,4156,"+",2.99679568733086e-06,0.00154315511057896,-66.5413533834586
"37606","C27712",909,908,"+",1.28492704804415e-08,2.66430921319598e-05,58.2352941176471
"37610","C27712",935,934,"+",4.52673949291768e-10,1.96552673950556e-06,60.0345025876941
"37612","C27712",972,971,"+",8.02565727229374e-07,0.000600557137342372,52.8571428571429
"37645","C27712",3695,3694,"+",1.09624249480867e-06,0.000751682119204763,53.2051282051282
"37650","C27712",3939,3938,"+",1.26604771004761e-09,4.39701883955869e-06,53.2215020968357
"37732","C27718",3337,3336,"+",1.76055930560863e-06,0.00106223186976817,-54.6969696969697
"37986","C27762",2602,2601,"+",1.09039903648376e-05,0.0038386155864479,61.5384615384615
"38023","C27762",4199,4198,"+",3.51619109303085e-06,0.00172513721918036,-71.9251336898396
"38512","C27882",1301,1300,"+",2.07576047702033e-06,0.00120028892500601,52.1929824561404
"38514","C27882",1363,1362,"+",3.44608615903217e-05,0.00857241943581272,58.8333333333333
"38943","C27962",2301,2300,"+",3.23189891865754e-08,5.45530007360842e-05,-53.8461538461538
"40057","C28082",2291,2290,"+",4.73558732203514e-07,0.000411531056032949,63.6363636363636
"40059","C28082",2297,2296,"+",5.46728199061624e-06,0.00240559226818918,61.371237458194
"40061","C28082",2327,2326,"+",1.02511537324055e-08,2.24680476834379e-05,73.9130434782609
"40088","C28082",2618,2617,"+",2.69215237582448e-06,0.00142896263013356,91.6666666666667
"40109","C28090",323,322,"+",2.27726374734724e-07,0.000234130994943185,53.8260869565217
"40123","C28090",411,410,"+",1.14176975530792e-17,6.32886007437403e-13,67.5675675675676
"40152","C28090",755,754,"+",6.54443755490026e-11,4.13946892992776e-07,63.7973137973138
"40158","C28090",830,829,"+",5.17303261044854e-08,7.76107658171296e-05,54.3889845094664
"40161","C28090",1420,1419,"+",2.07201901895352e-06,0.00119825987156227,80.0699300699301
"40162","C28090",1433,1432,"+",3.93137211824642e-05,0.00942486213496596,68.8571428571429
"40163","C28090",1446,1445,"+",3.40520658220349e-09,9.43757525670804e-06,92.5925925925926
"40164","C28090",1451,1450,"+",6.58169678896899e-07,0.000522704416548043,78.5714285714286
"40165","C28090",1473,1472,"+",1.29013187898706e-06,0.000849256847077601,78.021978021978
"40166","C28090",1487,1486,"+",1.1415340237871e-05,0.00398552297305347,67.5824175824176
"40201","C28132",2314,2313,"+",2.7344308628141e-06,0.00144782572777878,69.5340501792115
"40754","C28194",1949,1948,"+",2.19670384587925e-07,0.000228261249957618,94.7368421052632
"40761","C28194",2648,2647,"+",5.95911151885609e-09,1.46004313025592e-05,92.8571428571429
"40810","C28206",4134,4133,"+",1.04998694462648e-06,0.000728002610770872,59.7371565113501
"40812","C28206",4136,4135,"+",2.37233024536751e-06,0.00131093687778978,54.6620046620047
"41879","C28260",1028,1027,"+",1.68244025836621e-06,0.00102797253273098,50.8643617021277
"42599","C28328",4040,4039,"+",6.7073988024321e-06,0.00276205130622619,60.5925925925926
"42742","C28350",3109,3108,"+",1.69505890329689e-05,0.00530125193152023,79.4642857142857
"43108","C28382",2300,2299,"+",1.29486734425228e-07,0.00015541467264835,-60.5400696864112
"44365","C28506",4471,4470,"+",2.35392194302298e-07,0.00024028717251095,-56.25
"45315","C28574",406,405,"+",2.36951569277103e-05,0.00664525371295924,-55.1724137931034
"45317","C28574",408,407,"+",3.00652718557402e-06,0.00154666237768937,-57.1428571428571
"45472","C28594",2108,2107,"+",3.71891195711336e-06,0.0017990846279707,55.9259259259259
"45493","C28594",3102,3101,"+",4.73267739228801e-09,1.22413555008836e-05,51.6381766381766
"46177","C28666",4095,4094,"+",1.87572248031582e-05,0.00571949423486604,68.4210526315789
"46329","C28708",1811,1810,"+",1.31401152388106e-05,0.00441275644330685,75
"47240","C28772",187,186,"+",6.85929330648687e-07,0.000539678843189342,59.5238095238095
"47690","C28840",3748,3747,"+",2.83932430762242e-06,0.00147929229392002,75.4545454545455
"49114","C28982",4932,4931,"+",4.65675522883759e-08,7.20025244296589e-05,100
"50251","C29052",3094,3093,"+",2.82406446320562e-07,0.000276664648669989,60.2739726027397
"50252","C29052",3102,3101,"+",8.77695143917678e-12,7.75548757432927e-08,82.7368421052632
"50253","C29052",3142,3141,"+",8.79745104791067e-08,0.000115904023052953,76.6666666666667
"50256","C29052",3181,3180,"+",4.7375520819048e-06,0.00217143688182436,79.0697674418605
