"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"4914","C20084",784,783,"+",3.21739452174234e-07,0.000559249283795631,100
"11743","C22384",1331,1330,"+",3.0592640634369e-07,0.000538753454185578,-100
"13280","C22628",1624,1623,"+",4.00617913069118e-07,0.000660176468505552,100
"55285","C26960",2379,2378,"+",4.91207387759113e-07,0.000772012993882481,100
"85770","C28982",4932,4931,"+",4.65675522883759e-08,0.000133638238281219,100
"106576","C29914",4054,4053,"+",6.98951223688852e-08,0.000180788303579829,-100
"106577","C29914",4055,4054,"+",6.3334844785763e-18,7.02165199579817e-13,-100
"108578","C29976",652,651,"+",7.98927711183157e-10,5.75926702881888e-06,-100
"115958","C30322",3485,3484,"+",1.18535587643139e-07,0.000268399744051946,-100
"115960","C30322",3602,3601,"+",2.67078608712745e-08,8.75315636088822e-05,-100
"177773","C32984",5073,5072,"+",4.98546736263789e-08,0.000139577553633372,-100
"193826","C33708",8310,8309,"+",1.03544322147095e-07,0.000242819423249498,100
"199953","C34158",8562,8561,"+",2.24346031318706e-07,0.000427027848336781,100
"202441","C34256",15596,15595,"+",9.98501748126939e-08,0.000236988835033379,100
"263307","scaffold100",645220,645219,"+",1.92296598273176e-07,0.000383769671062854,-100
"263908","scaffold100",676767,676766,"+",4.9925087406347e-08,0.000139577553633372,100
"293696","scaffold1004",438046,438045,"+",6.87650670708678e-09,3.04939791907661e-05,-100
"318682","scaffold1009",963656,963655,"+",1.92296598273176e-07,0.000383769671062854,100
"327676","scaffold1009",1445243,1445242,"+",1.44782753478406e-07,0.000312970287786169,-100
"341838","scaffold101",170458,170457,"+",6.4009217327295e-07,0.000933033475374896,100
"383843","scaffold1017",395468,395467,"+",1.29430402683869e-07,0.000287119447971822,100
"409259","scaffold102",107846,107845,"+",1.82363934074417e-09,1.08846242046756e-05,-100
"409284","scaffold102",108202,108201,"+",1.03544322147095e-07,0.000242819423249498,-100
"409288","scaffold102",108299,108298,"+",1.18535587643139e-07,0.000268399744051946,-100
"409295","scaffold102",108463,108462,"+",8.57042624783542e-10,6.08273377039209e-06,-100
"409296","scaffold102",108469,108468,"+",8.5704262478354e-10,6.08273377039209e-06,-100
"409312","scaffold102",108947,108946,"+",7.08614143832018e-09,3.12519324476685e-05,-100
"409326","scaffold102",109073,109072,"+",1.88262403903809e-07,0.000379963966529775,-100
"409371","scaffold102",110137,110136,"+",6.40705288381449e-07,0.00093322201557196,-100
"409419","scaffold102",110678,110677,"+",5.09877343906151e-07,0.000783944827143809,-100
"434865","scaffold102",1287051,1287050,"+",5.38802532492594e-10,4.18431022712314e-06,100
"450161","scaffold1021",40392,40391,"+",1.44782753478406e-07,0.000312970287786169,100
"450782","scaffold1021",65347,65346,"+",1.28934500757877e-08,4.99908747415555e-05,100
"459207","scaffold1021",484590,484589,"+",7.6201449199161e-08,0.00019250550358439,100
"463716","scaffold1021",749255,749254,"+",2.1336405775765e-07,0.000411756869851653,100
"467561","scaffold1024",215504,215503,"+",1.03544322147095e-07,0.000242819423249498,100
"482364","scaffold1024",810817,810816,"+",6.4009217327295e-07,0.000933033475374896,-100
"494467","scaffold1024",1308347,1308346,"+",2.67078608712745e-08,8.75315636088822e-05,100
"495091","scaffold1024",1343502,1343501,"+",4.00617913069118e-07,0.000660176468505552,100
"519558","scaffold1031",425968,425967,"+",1.92296598273177e-07,0.000383769671062854,100
"531283","scaffold1032",370267,370266,"+",1.03544322147095e-07,0.000242819423249498,100
"571320","scaffold1037",361691,361690,"+",8.57042624783542e-10,6.08273377039209e-06,-100
"571322","scaffold1037",361709,361708,"+",2.24346031318706e-07,0.000427027848336781,-100
"571423","scaffold1037",367556,367555,"+",4.98546736263789e-08,0.000139577553633372,-100
"584571","scaffold1045",80802,80801,"+",1.03544322147095e-07,0.000242819423249498,100
"584965","scaffold1045",101889,101888,"+",2.91539334264082e-12,5.60156376345904e-08,100
"595796","scaffold1050",80917,80916,"+",4.65675522883759e-08,0.000133638238281219,100
"598751","scaffold1050",212932,212931,"+",2.12118049633927e-09,1.23323852351164e-05,100
"612755","scaffold1054",219086,219085,"+",2.67078608712745e-08,8.75315636088822e-05,100
"678895","scaffold107",1009660,1009659,"+",1.76765041361606e-09,1.06095349020214e-05,100
"679084","scaffold107",1026791,1026790,"+",1.92296598273177e-07,0.000383769671062854,-100
"691634","scaffold1077",447927,447926,"+",9.98501748126939e-08,0.000236988835033379,100
"691640","scaffold1077",447951,447950,"+",1.18102357305337e-08,4.69939330741551e-05,100
"707708","scaffold1083",126873,126872,"+",5.75246234150529e-08,0.000154214747885945,-100
"730175","scaffold1086",399470,399469,"+",1.88262403903809e-07,0.000379963966529775,-100
"731448","scaffold1086",483748,483747,"+",1.92296598273176e-07,0.000383769671062854,-100
"769049","scaffold1093",582197,582196,"+",2.12118049633927e-09,1.23323852351164e-05,-100
"769051","scaffold1093",582199,582198,"+",2.12118049633927e-09,1.23323852351164e-05,-100
"782304","scaffold1094",672950,672949,"+",1.03544322147095e-07,0.000242819423249498,-100
"792113","scaffold1097",273392,273391,"+",6.59698141281586e-12,1.13624785620437e-07,100
"808091","scaffold1098",65321,65320,"+",4.89482250149905e-07,0.000770180141879131,-100
"808092","scaffold1098",65327,65326,"+",3.0592640634369e-07,0.000538753454185578,-100
"818638","scaffold11",354196,354195,"+",1.9269331981397e-08,6.76298687668157e-05,100
"818639","scaffold11",354212,354211,"+",1.9269331981397e-08,6.76298687668157e-05,100
"824408","scaffold110",147531,147530,"+",3.32734195504199e-09,1.74080482120741e-05,100
"838758","scaffold1101",429444,429443,"+",1.03544322147095e-07,0.000242819423249498,100
"855484","scaffold1104",360966,360965,"+",3.21739452174234e-07,0.000559249283795631,-100
"862062","scaffold1107",10170,10169,"+",2.24346031318706e-07,0.000427027848336781,-100
"866637","scaffold1108",114176,114175,"+",5.09877343906151e-07,0.000783944827143809,-100
"871248","scaffold1108",243093,243092,"+",5.09877343906151e-07,0.000783944827143809,100
"875391","scaffold1108",487440,487439,"+",2.34079766894005e-07,0.000440884614792247,100
"888263","scaffold1116",120475,120474,"+",2.24346031318706e-07,0.000427027848336781,100
"892401","scaffold1117",38000,37999,"+",7.66994978867368e-08,0.000192694945010162,100
"892405","scaffold1117",38328,38327,"+",1.03417385089143e-10,1.12710953845092e-06,100
"900561","scaffold1123",230204,230203,"+",1.88262403903809e-07,0.000379963966529775,-100
"910067","scaffold1125",48052,48051,"+",1.92296598273176e-07,0.000383769671062854,100
"915183","scaffold1125",287733,287732,"+",3.30465553262125e-08,0.000102348881851061,100
"915184","scaffold1125",287781,287780,"+",2.6052657631605e-07,0.000476371105954544,100
"917002","scaffold1127",45027,45026,"+",9.53235953026983e-19,1.27697901714358e-13,100
"921823","scaffold1128",4986,4985,"+",4.98546736263789e-08,0.000139577553633372,-100
"944079","scaffold1132",108654,108653,"+",1.03544322147095e-07,0.000242819423249498,-100
"1027346","scaffold1154",154049,154048,"+",1.47353715151859e-08,5.52164384858539e-05,-100
"1027408","scaffold1154",156311,156310,"+",4.44801471759108e-08,0.000128991120127975,100
"1039670","scaffold1154",648539,648538,"+",1.76765041361606e-09,1.06095349020214e-05,100
"1071062","scaffold1160",55397,55396,"+",1.29430402683869e-07,0.000287119447971822,100
"1084774","scaffold1163",90277,90276,"+",1.18535587643139e-07,0.000268399744051946,-100
"1097488","scaffold1164",340306,340305,"+",5.38802532492594e-10,4.18431022712314e-06,-100
"1097492","scaffold1164",340328,340327,"+",6.87650670708678e-09,3.04939791907661e-05,-100
"1097494","scaffold1164",340337,340336,"+",1.76765041361606e-09,1.06095349020214e-05,-100
"1097496","scaffold1164",340360,340359,"+",8.57042624783542e-10,6.08273377039209e-06,-100
"1097498","scaffold1164",340368,340367,"+",5.65846675050137e-11,6.91070975790626e-07,-100
"1131416","scaffold1174",467121,467120,"+",9.98501748126939e-08,0.000236988835033379,-100
"1155072","scaffold1179",184429,184428,"+",9.64172952881484e-10,6.6649291766673e-06,100
"1163817","scaffold1179",523878,523877,"+",1.29430402683869e-07,0.000287119447971822,100
"1186823","scaffold1179",1334136,1334135,"+",5.09877343906151e-07,0.000783944827143809,-100
"1191644","scaffold1180",50202,50201,"+",3.32833916042312e-08,0.000102827794156552,-100
