"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"6202","C22628",1044,1043,"+",7.39602301050679e-07,0.000566723539743145,100
"6204","C22628",1593,1592,"+",1.54644117492415e-06,0.000966603943000173,100
"6205","C22628",1624,1623,"+",4.00617913069118e-07,0.000359546296744814,100
"49068","C28982",4932,4931,"+",4.65675522883759e-08,7.18241609131711e-05,100
"68487","C30426",2243,2242,"+",1.54644117492415e-06,0.000966603943000173,100
"109894","C33708",8310,8309,"+",1.03544322147095e-07,0.000130886878610058,100
"112913","C34158",8562,8561,"+",2.24346031318706e-07,0.000231146749385559,100
"134222","C37024",13064,13063,"+",8.74075446696256e-07,0.000635841307794365,100
"145570","scaffold100",676767,676766,"+",4.9925087406347e-08,7.50714623079329e-05,100
"169351","scaffold1009",963656,963655,"+",1.92296598273176e-07,0.000207427929230591,100
"174279","scaffold1009",1519493,1519492,"+",7.39602301050678e-07,0.000566723539743145,100
"180362","scaffold101",294029,294028,"+",8.74075446696256e-07,0.000635841307794365,100
"199654","scaffold1017",395468,395467,"+",1.29430402683869e-07,0.000154732082613734,100
"223800","scaffold102",1287051,1287050,"+",5.38802532492594e-10,2.23682268865186e-06,100
"230673","scaffold1021",65347,65346,"+",1.28934500757877e-08,2.67776262717518e-05,100
"234855","scaffold1021",484590,484589,"+",7.6201449199161e-08,0.000103641328955881,100
"238692","scaffold1024",215504,215503,"+",1.03544322147095e-07,0.000130886878610058,100
"238967","scaffold1024",235918,235917,"+",1.54644117492415e-06,0.000966603943000173,100
"251583","scaffold1024",1308347,1308346,"+",2.67078608712745e-08,4.69196243480135e-05,100
"251881","scaffold1024",1343502,1343501,"+",4.00617913069118e-07,0.000359546296744814,100
"262543","scaffold1031",425968,425967,"+",1.92296598273177e-07,0.000207427929230591,100
"267790","scaffold1032",370267,370266,"+",1.03544322147095e-07,0.000130886878610058,100
"291721","scaffold1041",285445,285444,"+",1.54644117492415e-06,0.000966603943000173,100
"293521","scaffold1045",80802,80801,"+",1.03544322147095e-07,0.000130886878610058,100
"293769","scaffold1045",101889,101888,"+",2.91539334264082e-12,2.99444932089797e-08,100
"298679","scaffold1050",80917,80916,"+",4.65675522883759e-08,7.18241609131711e-05,100
"299894","scaffold1050",212932,212931,"+",2.12118049633927e-09,6.60052748124576e-06,100
"307233","scaffold1054",219086,219085,"+",2.67078608712745e-08,4.69196243480135e-05,100
"333882","scaffold107",604810,604809,"+",7.39602301050678e-07,0.000566723539743145,100
"336705","scaffold107",1009660,1009659,"+",1.76765041361606e-09,5.67864695556814e-06,100
"343431","scaffold1077",447951,447950,"+",1.18102357305337e-08,2.5173652018233e-05,100
"360668","scaffold1086",430061,430060,"+",7.39602301050679e-07,0.000566723539743145,100
"389707","scaffold1097",273392,273391,"+",6.59698141281586e-12,6.07408353284887e-08,100
"401296","scaffold11",354196,354195,"+",1.9269331981397e-08,3.6232151590701e-05,100
"401297","scaffold11",354212,354211,"+",1.9269331981397e-08,3.6232151590701e-05,100
"403355","scaffold110",147531,147530,"+",3.32734195504199e-09,9.31592007630379e-06,100
"409596","scaffold1101",429444,429443,"+",1.03544322147095e-07,0.000130886878610058,100
"409693","scaffold1101",442351,442350,"+",7.39602301050679e-07,0.000566723539743145,100
