"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"211","C14868",143,142,"+",3.54687522715362e-06,0.00306987470936817,65.2777777777778
"562","C15934",234,233,"+",7.17548299506991e-06,0.00501846875391364,55.1724137931034
"2820","C18688",174,173,"+",2.01911428186836e-05,0.00999228712806115,-86.6666666666667
"3427","C19224",514,513,"+",9.11470074867865e-06,0.00593452437090553,51.505376344086
"3429","C19224",549,548,"+",3.46092328994742e-07,0.000593165527478888,52.9411764705882
"4315","C19786",320,319,"+",1.61209717721784e-05,0.00864899577252427,-78.9473684210526
"4911","C20084",764,763,"+",1.54267672461038e-08,5.69008923485015e-05,94.1176470588235
"4913","C20084",783,782,"+",2.48542361187227e-07,0.000460304571092403,87.8676470588235
"4914","C20084",784,783,"+",3.21739452174234e-07,0.000559249283795631,100
"5954","C20704",950,949,"+",1.28998968008256e-05,0.00739887690088897,-100
"7155","C21194",484,483,"+",2.06295201212604e-07,0.000401165237354081,-93.75
"8233","C21528",1242,1241,"+",2.44331653825097e-12,4.81933059483522e-08,92.1212121212121
"8234","C21528",1307,1306,"+",7.24804670558177e-10,5.32847572474135e-06,62.5
"8235","C21528",1316,1315,"+",1.51603774532607e-08,5.65017092007761e-05,50.2747252747253
"8312","C21560",771,770,"+",6.45097856089759e-06,0.00466394110674337,-61.2173913043478
"8624","C21716",1430,1429,"+",4.94520465976743e-07,0.000776081904390819,-68.1818181818182
"11081","C22274",1609,1608,"+",1.31401152388106e-05,0.0075088995521491,75
"11238","C22294",267,266,"+",1.75350921030713e-06,0.00190099206551062,-88.2352941176471
"11743","C22384",1331,1330,"+",3.0592640634369e-07,0.000538753454185578,-100
"11745","C22384",1346,1345,"+",1.54644117492415e-06,0.00173750224047528,-100
"12428","C22516",283,282,"+",1.01902030541162e-10,1.11437175604628e-06,51.7285531370038
"12437","C22516",376,375,"+",3.6359391770427e-09,1.84772036255434e-05,51.73343605547
"13269","C22628",1044,1043,"+",7.39602301050679e-07,0.00103341848039691,100
"13270","C22628",1054,1053,"+",1.0825088224469e-05,0.00653959966633052,100
"13274","C22628",1124,1123,"+",5.86358945492071e-06,0.00439031926830793,100
"13279","C22628",1593,1592,"+",1.54644117492415e-06,0.00173750224047528,100
"13280","C22628",1624,1623,"+",4.00617913069118e-07,0.000660176468505552,100
"13283","C22628",1757,1756,"+",5.86358945492071e-06,0.00439031926830793,100
"13286","C22628",1797,1796,"+",2.01037352740139e-06,0.00210242441651187,100
