"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"2820","C18688",174,173,"+",2.01911428186836e-05,0.00999228712806115,-86.6666666666667
"4315","C19786",320,319,"+",1.61209717721784e-05,0.00864899577252427,-78.9473684210526
"5954","C20704",950,949,"+",1.28998968008256e-05,0.00739887690088897,-100
"7155","C21194",484,483,"+",2.06295201212604e-07,0.000401165237354081,-93.75
"8312","C21560",771,770,"+",6.45097856089759e-06,0.00466394110674337,-61.2173913043478
"8624","C21716",1430,1429,"+",4.94520465976743e-07,0.000776081904390819,-68.1818181818182
"11238","C22294",267,266,"+",1.75350921030713e-06,0.00190099206551062,-88.2352941176471
"11743","C22384",1331,1330,"+",3.0592640634369e-07,0.000538753454185578,-100
"11745","C22384",1346,1345,"+",1.54644117492415e-06,0.00173750224047528,-100
"16927","C23220",195,194,"+",7.84347280454066e-06,0.00531866326111957,-86.9565217391304
"16929","C23220",199,198,"+",4.0302429430446e-07,0.000660973409980636,-90
"16931","C23220",217,216,"+",7.05292515032804e-06,0.0049604488204986,-81.8181818181818
"16933","C23220",232,231,"+",3.16457198372778e-07,0.000553057680934759,-83.3333333333333
"16942","C23220",1037,1036,"+",8.85596091396477e-08,0.000215957360702339,-87.2222222222222
"17622","C23330",1439,1438,"+",5.64912733262908e-07,0.000847000479006014,-72.7668845315904
"20322","C23726",943,942,"+",1.04719395825639e-06,0.00131521362951685,-60.6981981981982
"22319","C23946",580,579,"+",1.98459950781932e-05,0.00998959512750029,-100
"26768","C24570",2574,2573,"+",2.14963268975713e-08,7.38648276147851e-05,-59.8598598598599
"26774","C24570",2670,2669,"+",2.24602041513921e-06,0.00225427116130158,-59.1794871794872
"26776","C24570",2686,2685,"+",6.69509910892524e-07,0.000962531745218446,-65.8441558441558
"28109","C24704",903,902,"+",3.47323817706995e-07,0.000593873996688217,-52.1193092621664
"35633","C25540",1494,1493,"+",1.04119568381246e-05,0.00643511925955682,-85
"38664","C25762",2803,2802,"+",1.3070224435721e-05,0.00748345397833081,-50.4394861392833
"39260","C25826",2908,2907,"+",3.76858699934001e-07,0.000632819652260411,-72.9249011857708
"53483","C26844",2626,2625,"+",5.30329573082022e-18,6.16287837018824e-13,-72.3526473526474
"58471","C27178",4031,4030,"+",7.36043316130593e-08,0.000187417114170266,-73.0769230769231
"58472","C27178",4032,4031,"+",6.89279005936653e-07,0.000986395308075494,-73.9130434782609
"58473","C27178",4115,4114,"+",9.44717812789319e-06,0.00609516536393946,-80
"58475","C27178",4123,4122,"+",7.14298834060218e-06,0.0050070496269864,-80.6451612903226
"58477","C27178",4129,4128,"+",1.3330551691547e-06,0.00156801464385964,-75
"58481","C27178",4152,4151,"+",3.5359052004529e-06,0.00306395423030357,-73.5294117647059
"63712","C27566",4157,4156,"+",2.99679568733086e-06,0.00275128500994222,-66.5413533834586
"65879","C27718",3337,3336,"+",1.76055930560863e-06,0.00190777740784461,-54.6969696969697
"66466","C27762",4199,4198,"+",3.51619109303085e-06,0.00305015972767228,-71.9251336898396
"68011","C27962",2301,2300,"+",3.23189891865754e-08,0.000101341489111324,-53.8461538461538
"74833","C28382",2300,2299,"+",1.29486734425228e-07,0.000287178362027036,-60.5400696864112
"77037","C28506",4471,4470,"+",1.89755117492477e-07,0.000382496440928999,-58.0645161290323
"77049","C28506",4617,4616,"+",4.89482250149903e-06,0.00388742656220562,-93.75
"78692","C28574",408,407,"+",3.00652718557402e-06,0.00275740554961523,-57.1428571428571
"82074","C28760",2337,2336,"+",1.34024901826759e-05,0.00757699251450246,-100
"90670","C29222",1982,1981,"+",1.56869456090813e-05,0.00848837769718535,-72.7272727272727
"90728","C29222",2986,2985,"+",1.67876684502631e-06,0.00184358575653262,-66.6666666666667
"93146","C29320",2928,2927,"+",8.6216085763279e-07,0.00114542728608808,-50.3800675675676
"97236","C29458",5596,5595,"+",7.9383980312773e-06,0.00534881234601916,-100
"97463","C29474",5039,5038,"+",1.22370562537476e-05,0.00715247283620025,-88.8888888888889
"104521","C29798",6241,6240,"+",9.31417602106338e-08,0.000223958587058238,-68.4981684981685
"104522","C29798",6262,6261,"+",6.00413252797022e-06,0.00441299041675551,-67.6190476190476
"104523","C29798",6263,6262,"+",3.03630408878275e-06,0.00277958363887499,-68.8888888888889
"106014","C29902",4708,4707,"+",1.55164353307217e-05,0.00841736272629356,-71.4285714285714
"106573","C29914",3998,3997,"+",2.49565043780838e-06,0.00242972674776857,-85.6521739130435
"106576","C29914",4054,4053,"+",6.98951223688852e-08,0.000180788303579829,-100
"106577","C29914",4055,4054,"+",6.3334844785763e-18,7.02165199579817e-13,-100
"106578","C29914",4083,4082,"+",7.4296412969182e-06,0.00513515845480525,-100
"106579","C29914",4084,4083,"+",2.81006421168697e-14,1.16325831692116e-09,-93.0588235294118
"106580","C29914",4099,4098,"+",1.05421161378091e-11,1.67239962099238e-07,-90.3225806451613
"106581","C29914",4386,4385,"+",1.96493031669371e-08,6.8568548802649e-05,-87.5
"106582","C29914",4397,4396,"+",7.27024217176675e-06,0.00506527618386977,-68.75
"106583","C29914",4400,4399,"+",1.52675085607101e-05,0.00835468826324382,-68.75
"106689","C29928",3858,3857,"+",1.88217579521928e-05,0.00964290136489936,-100
"108575","C29976",568,567,"+",3.38022126907824e-06,0.00296366293584663,-57.8571428571429
"108577","C29976",596,595,"+",5.11574582424175e-06,0.00400084255470082,-67.3611111111111
"108578","C29976",652,651,"+",7.98927711183157e-10,5.75926702881888e-06,-100
"111211","C30118",4954,4953,"+",6.42904874278523e-07,0.000935006891151181,-58.5081585081585
"113406","C30188",6221,6220,"+",6.4668965343531e-11,7.70063851492994e-07,-60.5121293800539
"113476","C30206",1421,1420,"+",1.42859766812043e-05,0.00794010393223204,-60
"113478","C30206",1448,1447,"+",7.14298834060219e-06,0.0050070496269864,-62.5
"113480","C30206",1456,1455,"+",6.35241287910059e-06,0.00461065110304933,-66.6666666666667
"113485","C30206",1498,1497,"+",3.26023306493525e-06,0.00290413127601624,-74.4047619047619
"115958","C30322",3485,3484,"+",1.18535587643139e-07,0.000268399744051946,-100
"115960","C30322",3602,3601,"+",2.67078608712745e-08,8.75315636088822e-05,-100
"115980","C30322",4497,4496,"+",1.0068820958509e-06,0.00127617374347176,-66.4285714285714
"115984","C30322",4566,4565,"+",1.31994170964926e-10,1.36895019339925e-06,-70.2702702702703
"115986","C30322",4610,4609,"+",6.83977904610953e-13,1.61695432638652e-08,-80.5429864253394
"115988","C30322",4625,4624,"+",5.61564102181295e-07,0.000842241567780443,-56.1363636363636
"115989","C30322",4639,4638,"+",8.68298187220509e-07,0.0011529458282137,-66.6666666666667
"115991","C30322",4654,4653,"+",1.23086801264226e-06,0.0014803109806274,-62.5
"115992","C30322",4655,4654,"+",2.96596539279637e-06,0.00273129967575785,-50.8445945945946
"115997","C30322",4679,4678,"+",1.09229187303503e-05,0.00658056546379315,-56.2880324543611
"115999","C30322",4683,4682,"+",1.11036956895776e-07,0.000256572752480455,-64.1366223908918
"116001","C30322",4696,4695,"+",4.37769422294146e-08,0.000127142981410059,-65.5555555555555
"116005","C30322",4742,4741,"+",1.78925400174671e-06,0.00193409119418138,-59.6363636363636
"116016","C30322",4920,4919,"+",5.99294076181368e-08,0.000159458552472582,-57.1428571428571
"116026","C30322",4998,4997,"+",3.00652718557402e-06,0.00275740554961523,-57.1428571428571
"119968","C30514",4694,4693,"+",3.66960395871555e-06,0.00314617239796814,-56.7460317460317
"119990","C30522",1430,1429,"+",2.69215237582448e-06,0.00255401037508163,-91.6666666666667
"120316","C30526",3170,3169,"+",5.60865469422241e-08,0.000153641493843885,-55.4878048780488
"121128","C30570",660,659,"+",1.60256124937836e-05,0.00863674788690214,-68.0672268907563
"124710","C30746",3227,3226,"+",6.20037375853017e-08,0.000164162720917293,-95.4545454545455
"124854","C30754",3624,3623,"+",3.72813514451471e-06,0.00318700615596366,-68.0701754385965
"124856","C30754",3667,3666,"+",8.79788844196326e-08,0.000214776749081763,-66.6666666666667
"124860","C30754",3672,3671,"+",2.23087081261366e-07,0.000426594436243687,-69.7674418604651
"124862","C30754",3693,3692,"+",7.66724732567208e-07,0.00105091542149724,-64
"124864","C30754",3707,3706,"+",9.437771243186e-06,0.00609516536393946,-58.0021482277121
"124866","C30754",3714,3713,"+",1.0445131463571e-08,4.26710929502454e-05,-68
"124868","C30754",3731,3730,"+",9.71026358168888e-09,4.0248572234384e-05,-72.0930232558139
"124870","C30754",3741,3740,"+",1.7836685990252e-07,0.00036565404522856,-69.4186046511628
"124872","C30754",3753,3752,"+",3.78147465646833e-09,1.90760806352971e-05,-73.1707317073171
"124874","C30754",3761,3760,"+",2.11474346576888e-07,0.000409820609262824,-65.4196157735086
"124876","C30754",3816,3815,"+",3.85548842835367e-07,0.000643046020722152,-62.5
"124878","C30754",3843,3842,"+",8.55518423388049e-09,3.64798134869496e-05,-68.8888888888889
"124880","C30754",3924,3923,"+",3.45482738412001e-07,0.000592617010309935,-57.6923076923077
"124882","C30754",4024,4023,"+",2.80920869748135e-08,9.11718915459649e-05,-74.4047619047619
"124884","C30754",4046,4045,"+",1.23176594423408e-07,0.000277005243326491,-74.8188405797101
"124886","C30754",4071,4070,"+",1.42103582177226e-08,5.40044131996636e-05,-80.9523809523809
"126622","C30806",4530,4529,"+",2.54885843003065e-07,0.000469080520120717,-58.3333333333333
"130369","C30958",3672,3671,"+",6.44838870887137e-06,0.00466276770367917,-76.9230769230769
"135264","C31262",3792,3791,"+",3.62995021662891e-06,0.00311998693305976,-68.75
"137502","C31340",2033,2032,"+",1.86949084416859e-07,0.000379058320913804,-91.6666666666667
"144824","C31584",2458,2457,"+",4.1870350912769e-08,0.000122460401816482,-59.2209856915739
"144826","C31584",2460,2459,"+",5.17615449411827e-07,0.000793603160239633,-56.0504201680672
"144828","C31584",2481,2480,"+",4.81749511029527e-09,2.30573023028839e-05,-67.741935483871
"144830","C31584",2495,2494,"+",1.33091126832382e-07,0.000293753810252841,-65.0462962962963
