"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"211","C14868",143,142,"+",3.54687522715362e-06,0.00306987470936817,65.2777777777778
"562","C15934",234,233,"+",7.17548299506991e-06,0.00501846875391364,55.1724137931034
"3427","C19224",514,513,"+",9.11470074867865e-06,0.00593452437090553,51.505376344086
"3429","C19224",549,548,"+",3.46092328994742e-07,0.000593165527478888,52.9411764705882
"4911","C20084",764,763,"+",1.54267672461038e-08,5.69008923485015e-05,94.1176470588235
"4913","C20084",783,782,"+",2.48542361187227e-07,0.000460304571092403,87.8676470588235
"4914","C20084",784,783,"+",3.21739452174234e-07,0.000559249283795631,100
"8233","C21528",1242,1241,"+",2.44331653825097e-12,4.81933059483522e-08,92.1212121212121
"8234","C21528",1307,1306,"+",7.24804670558177e-10,5.32847572474135e-06,62.5
"8235","C21528",1316,1315,"+",1.51603774532607e-08,5.65017092007761e-05,50.2747252747253
"11081","C22274",1609,1608,"+",1.31401152388106e-05,0.0075088995521491,75
"12428","C22516",283,282,"+",1.01902030541162e-10,1.11437175604628e-06,51.7285531370038
"12437","C22516",376,375,"+",3.6359391770427e-09,1.84772036255434e-05,51.73343605547
"13269","C22628",1044,1043,"+",7.39602301050679e-07,0.00103341848039691,100
"13270","C22628",1054,1053,"+",1.0825088224469e-05,0.00653959966633052,100
"13274","C22628",1124,1123,"+",5.86358945492071e-06,0.00439031926830793,100
"13279","C22628",1593,1592,"+",1.54644117492415e-06,0.00173750224047528,100
"13280","C22628",1624,1623,"+",4.00617913069118e-07,0.000660176468505552,100
"13283","C22628",1757,1756,"+",5.86358945492071e-06,0.00439031926830793,100
"13286","C22628",1797,1796,"+",2.01037352740139e-06,0.00210242441651187,100
"13287","C22628",1802,1801,"+",1.22370562537476e-06,0.00147298273733903,100
"13288","C22628",1812,1811,"+",2.01037352740139e-05,0.00999228712806115,92.3076923076923
"15505","C23010",1663,1662,"+",1.47362216327733e-05,0.00812433908566466,85.7142857142857
"15775","C23042",1494,1493,"+",1.20253735381655e-05,0.00710625921829429,64.0732265446224
"18362","C23432",1648,1647,"+",1.0825088224469e-05,0.00653959966633052,100
"21984","C23900",964,963,"+",1.28998968008256e-05,0.00739887690088897,100
"23499","C24224",1999,1998,"+",8.50693603677444e-11,9.58551047445133e-07,81.9277108433735
"23500","C24224",2012,2011,"+",6.75042164523393e-07,0.000969185135055289,74.4186046511628
"24477","C24276",1985,1984,"+",3.8148491996022e-06,0.0032536363721021,62.1266427718041
