C20798	172	953	26
C21130	227	953	38
C22142	171	941	22
C22164	191	895	25
C22280	330	973	21
C22290	360	934	14
C22310	1217	1751	12
C22362	196	777	26
C22390	1112	1821	38
C22638	1238	1750	22
C22772	1062	1902	23
C22772	242	972	19
C23230	1424	2018	30
C23264	1585	2161	15
C23428	445	948	13
C23432	1133	1839	19
C23446	1047	2237	50
C24030	1072	1617	12
C24030	1897	2459	12
C24242	1587	2092	19
C24242	276	981	38
C24398	1612	2493	22
C24420	1702	2584	22
C24456	1215	2033	19
C24478	359	897	17
C24556	1004	1570	19
C24672	1016	2279	65
C24740	1880	2858	55
C24962	1290	2125	21
C25180	1437	2509	32
C25218	1549	2152	48
C25218	310	940	34
C25414	999	2046	23
C25414	443	998	17
C25470	1189	2011	18
C25572	1324	2896	99
C25572	369	988	20
C25592	1209	1850	14
C25654	1674	3218	38
C25654	380	908	39
C25670	1466	2557	33
C25670	25	560	19
C25734	283	796	22
C25752	1982	3393	54
C25838	2240	2876	20
C25896	1634	2243	17
C25912	2434	3441	47
C25970	1022	3556	59
C25970	388	997	32
C25980	1577	2269	15
C25980	2425	3582	34
C26070	1136	1779	20
C26070	2033	3121	47
C26070	373	947	30
C26102	2428	3255	24
C26148	3097	3737	33
C26184	1759	3364	63
C26466	2522	3751	32
C26492	2007	3072	38
C26526	1275	2827	48
C26532	2725	3517	29
C26534	1048	3647	136
C26584	2021	2750	16
C26584	2910	3931	21
C26614	2471	3091	29
C26614	3259	3885	42
C26614	466	985	34
C26646	1487	2199	16
C26740	2467	3273	40
C26888	3147	3953	18
C26934	1465	4219	106
C26938	276	848	16
C26948	1629	2375	54
C26986	3479	4020	30
C27378	1217	2140	20
C27480	2434	3004	27
C27480	355	983	21
C27566	3389	4000	42
C27712	2957	3477	17
C27712	3660	4486	19
C27718	1939	3935	63
C27742	1786	2299	18
C27742	2364	2993	37
C27742	3716	4860	42
C27762	3001	4604	64
C27770	1836	4880	104
C28132	2312	3464	32
C28206	3166	4616	95
C28282	156	976	25
C28382	1706	2321	36
C28382	4521	5431	32
C28454	4570	5553	41
C28506	3533	4053	17
C28526	1665	2817	43
C28540	3808	5290	37
C28550	2650	3287	17
C28550	4034	4540	24
C28726	2249	5606	116
C28760	2334	3033	20
C28760	3507	4550	23
C28772	185	976	18
C28864	2449	5037	86
C28910	3469	4952	36
C28982	4574	5405	25
C29048	4541	5677	43
C29222	1189	1924	23
C29222	1963	2566	37
C29222	4870	5592	20
C29280	1117	1828	38
C29294	4853	5413	19
C29320	1014	2927	62
C29320	3649	4432	36
C29320	4580	5247	19
C29362	2040	3116	47
C29362	3159	3840	38
C29362	4999	5686	29
C29364	3214	4216	30
C29444	2659	3737	31
C29458	4892	5826	25
C29474	4688	6290	42
C29538	1011	3292	56
C29540	1176	1816	22
C29540	2936	3658	41
C29576	1523	2297	26
C29576	2343	4064	47
C29638	1995	2882	18
C29734	1034	2714	47
C29734	2992	3626	13
C29734	4691	5431	16
C29734	6340	6861	14
C29848	2544	3183	14
C29902	3966	7094	95
C29928	2475	5987	155
C29976	4662	5204	15
C29988	1043	3140	116
C29988	3629	4255	15
C29988	5356	6540	28
C30044	1593	2564	23
C30044	5350	5894	19
C30118	3311	6744	109
C30186	4151	5083	20
C30282	1342	1909	20
C30282	6746	7462	44
C30322	4128	7582	106
C30444	6379	7488	29
C30472	4484	6804	53
C30500	1949	2667	15
C30500	4439	7181	91
C30504	1348	2342	24
C30508	3265	4341	22
C30522	1104	5206	134
C30526	2719	3380	43
C30526	4165	5193	22
C30584	2447	4186	70
C30608	1019	3092	44
C30620	4213	5489	37
C30632	1918	3301	41
C30800	3836	6681	104
C30800	6823	7467	29
C30806	4085	7790	86
C30852	3503	4084	15
C30852	4593	5104	13
C30870	6982	8339	70
C30924	1003	1870	35
C30924	3670	5823	59
C30954	1999	2563	17
C30958	3556	4139	17
C30966	1431	2736	35
C31004	5041	6232	47
C31036	1325	2171	21
C31036	3596	4645	21
C31036	6110	7000	20
C31036	7334	8171	31
C31060	2305	2816	13
C31060	3505	4006	13
C31130	3282	5898	54
C31324	3617	4743	45
C31324	4942	7277	57
C31336	2833	4329	43
C31746	2066	5411	117
C31746	6479	7967	33
C31746	8199	8970	28
C31840	2419	2946	12
C31896	8550	9070	12
C31896	9242	9890	16
C31910	3641	4203	17
