"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"17081","C25592",1364,1366,"*",6.67351969701518e-08,0.000280579239371804,56.2547673531655
"24229","C26866",1400,1402,"*",1.60639032033054e-10,1.61850324936154e-06,64.047619047619
"38592","C29050",624,626,"*",9.52009434479513e-09,5.5732512744159e-05,-54.1666666666667
"66404","C31986",5059,5061,"*",2.34157110270626e-09,1.64490593527988e-05,50.7142857142857
"83378","C33654",4891,4893,"*",5.44901007046323e-06,0.00875207769052055,-71.5447154471545
"89237","C34418",15595,15597,"*",7.35193232107694e-11,8.03131617955965e-07,58.0246913580247
"103241","C36636",10723,10725,"*",6.91588988035218e-07,0.00185371252184187,-69.7841726618705
"104140","C37024",10909,10911,"*",5.66466012851532e-06,0.00900692202729829,-69.6414236018196
"107102","scaffold10",41374,41376,"*",5.16141950561866e-10,4.53223989731146e-06,59.7014925373134
"110513","scaffold100",307286,307288,"*",3.4140696204623e-06,0.00625194160766701,-65.5677655677656
"171795","scaffold1017",489402,489404,"*",6.26816473089081e-06,0.00970712082416492,51.4285714285714
"171805","scaffold1017",490386,490388,"*",7.84983278285447e-07,0.00204225487003074,-56.6614420062696
"193369","scaffold102",1241275,1241277,"*",3.20795132051546e-06,0.00596081801306731,71.5730061349693
"201256","scaffold1021",3294,3296,"*",1.37547915213508e-10,1.41401860501674e-06,-68.1426367843208
"201257","scaffold1021",3313,3315,"*",1.64208124025991e-08,8.91785197255453e-05,-54.2487215754542
"212528","scaffold1024",447295,447297,"*",5.13382102670003e-08,0.000226185651180278,-52.5252525252525
"219446","scaffold1024",1050876,1050878,"*",5.38556372672204e-19,3.20463415989264e-14,-70.9677419354839
"238822","scaffold1032",332914,332916,"*",4.34972529609307e-09,2.81693619836059e-05,-54.7611092549282
"245743","scaffold1035",31365,31367,"*",3.06259906644663e-11,3.83420204905539e-07,-60.0707850707851
"245744","scaffold1035",31371,31373,"*",1.04100753165313e-08,6.02432860834366e-05,-54.0687160940325
"245745","scaffold1035",31379,31381,"*",2.87185984382316e-13,5.50206261506569e-09,-61.1159546643418
"245746","scaffold1035",31399,31401,"*",5.91266702737912e-12,8.62374625315148e-08,-68.9613526570048
"245748","scaffold1035",31452,31454,"*",2.16861542461157e-07,0.000730757972951645,-53.4574468085106
"245749","scaffold1035",31469,31471,"*",4.87526183179681e-14,1.10081956794307e-09,-60.8952565970536
"245750","scaffold1035",31550,31552,"*",3.60097105851421e-09,2.40915115662355e-05,-50.6666666666667
"245755","scaffold1035",31843,31845,"*",2.16875061502629e-13,4.3356609048411e-09,-53.7362188648428
"245757","scaffold1035",32070,32072,"*",7.39629663186749e-07,0.00194942063989639,-50.6825075834176
"245762","scaffold1035",32283,32285,"*",2.6392398589075e-10,2.49979168252092e-06,-50.60706401766
"245764","scaffold1035",32317,32319,"*",6.80833360999961e-28,1.43481464451504e-22,-59.0500785986975
"245765","scaffold1035",32342,32344,"*",9.27342990275439e-24,1.11675348742045e-18,-56.3615957555352
"245766","scaffold1035",32369,32371,"*",1.35141248255465e-24,1.70881146414617e-19,-59.603305785124
"245767","scaffold1035",32415,32417,"*",2.24101835685043e-15,6.57170116225075e-11,-59.5897257594854
"245772","scaffold1035",32542,32544,"*",2.84984229926332e-14,6.83131933510787e-10,-50.1646903820817
"245776","scaffold1035",32654,32656,"*",3.92605897737478e-09,2.57259317650452e-05,-63.5077793493635
"245782","scaffold1035",32823,32825,"*",4.74372767528464e-12,7.11960767849709e-08,-59.0476190476191
