"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"76","C14868",143,142,"+",9.54565479910261e-06,0.00354184575630808,64.1414141414141
"92","C14952",87,86,"+",3.72213942847981e-05,0.00907865754216244,61.1111111111111
"209","C15934",234,233,"+",7.17548299506991e-06,0.00289072524987821,55.1724137931034
"960","C18358",441,440,"+",2.18582778214984e-05,0.00628421274286549,59.2592592592593
"1273","C19224",509,508,"+",3.16039314188595e-05,0.00820674583247032,50.9216589861751
"1274","C19224",514,513,"+",9.11470074867865e-06,0.0034561541977138,51.505376344086
"1275","C19224",549,548,"+",3.46092328994742e-07,0.000323503964568124,52.9411764705882
"1874","C20084",764,763,"+",1.54267672461038e-08,3.03995458258394e-05,93.75
"1875","C20084",783,782,"+",6.92918962137492e-07,0.000543691082869731,87.4509803921569
"3508","C21528",1242,1241,"+",1.47667459436495e-12,1.67302840364684e-08,92.2287390029326
"3509","C21528",1307,1306,"+",3.96372792082901e-10,1.76909746204872e-06,62.807881773399
"3510","C21528",1316,1315,"+",9.43022598804949e-09,2.10445686424852e-05,50.3978779840849
"4903","C22274",1609,1608,"+",1.31401152388106e-05,0.00441275644330685,75
"5634","C22516",283,282,"+",3.36100868300139e-11,2.38799686948085e-07,51.9138755980861
"5640","C22516",376,375,"+",2.15430196188603e-09,6.63805037371974e-06,51.9001490312966
"6196","C22628",1044,1043,"+",7.39602301050679e-07,0.000567107055158242,100
"6197","C22628",1054,1053,"+",1.0825088224469e-05,0.00381666704692781,100
"6198","C22628",1593,1592,"+",1.54644117492415e-06,0.000967563448560801,100
"6199","C22628",1624,1623,"+",4.00617913069118e-07,0.000360472551602639,100
"7688","C23042",1494,1493,"+",1.20253735381655e-05,0.00414184387825175,64.0732265446224
"9111","C23432",1648,1647,"+",1.0825088224469e-05,0.00381666704692781,100
"11994","C24224",1999,1998,"+",2.77949395260947e-11,2.03816958404555e-07,81.9277108433735
"11995","C24224",2012,2011,"+",2.22422983906595e-06,0.00125833379168388,67.2757475083057
"12767","C24276",1985,1984,"+",3.8148491996022e-06,0.00183928205112911,62.1266427718041
"14130","C24564",1617,1616,"+",2.01788937446174e-06,0.00117892920847496,55.1282051282051
"14161","C24564",1949,1948,"+",1.03139495432057e-08,2.25768838552141e-05,54.9450549450549
"15859","C24824",57,56,"+",3.65606670349036e-05,0.00897110866833789,74.6031746031746
"16384","C24910",554,553,"+",6.9536370571448e-07,0.000545187851360832,52.6984126984127
"16386","C24910",563,562,"+",1.91553870978877e-09,6.06177421827837e-06,58.3333333333333
"16388","C24910",572,571,"+",6.26901138815114e-08,8.94212668549794e-05,54.2567567567568
"16866","C24974",2096,2095,"+",1.12972621060611e-06,0.000767798974189371,61.6959064327485
"19860","C25572",539,538,"+",3.4157961478829e-05,0.00851432684308731,52.7527527527528
"19863","C25572",587,586,"+",5.02929564714462e-06,0.00226211438586827,83.3333333333333
"19908","C25572",2291,2290,"+",1.30389146407453e-06,0.000852782876999298,94.1176470588235
"20681","C25670",2055,2054,"+",6.97020191440255e-12,6.40490076819813e-08,53.396327331075
"22630","C25966",1238,1237,"+",3.13328742342653e-06,0.00159511581252164,54.5454545454545
"27738","C26532",944,943,"+",2.80800133788451e-06,0.00147837340400674,67.003367003367
"27742","C26532",986,985,"+",1.1955641408764e-09,4.19833155135409e-06,77.75
"28269","C26570",1830,1829,"+",4.07412707612311e-09,1.08706961463441e-05,71.2103407755582
"28469","C26614",875,874,"+",2.29431468820264e-05,0.00647818696234763,58.8235294117647
"28889","C26688",239,238,"+",5.93357246948958e-06,0.00254121531235938,72
"28894","C26688",291,290,"+",7.14298834060218e-06,0.0028853244540069,80.6451612903226
"28897","C26688",332,331,"+",4.25981454900576e-06,0.00200286452084002,80
"28899","C26688",336,335,"+",2.01205815405129e-07,0.000215146014422156,83.7837837837838
"28901","C26688",338,337,"+",2.36656363833652e-06,0.00131093687778978,82.051282051282
"28902","C26688",487,486,"+",2.66948038373652e-06,0.00142896263013356,71.4285714285714
"28903","C26688",488,487,"+",1.40710934642703e-06,0.000908130593899919,64.7619047619048
"28906","C26688",496,495,"+",1.16886655594503e-06,0.000787959235607819,72.4137931034483
"28907","C26688",497,496,"+",4.0518394199231e-10,1.79752941131367e-06,88.2352941176471
"28908","C26688",498,497,"+",2.36864064101361e-06,0.00131093687778978,72.4137931034483
"28909","C26688",499,498,"+",8.77986236435871e-12,7.75548757432927e-08,89.1891891891892
"28910","C26688",502,501,"+",5.56335524223839e-06,0.00243415192991024,72.4137931034483
"28911","C26688",503,502,"+",1.13207610095517e-05,0.00396108039752933,58.8636363636364
"28913","C26688",626,625,"+",8.40471415848903e-07,0.000619479911507582,57.8369905956113
"28915","C26688",639,638,"+",4.55983900065912e-08,7.08439935630301e-05,67.3076923076923
"28928","C26688",888,887,"+",2.27195067867711e-06,0.00127289850444199,84
"28930","C26688",972,971,"+",1.53837278618541e-05,0.00495150744393359,81.25
"30094","C26866",3154,3153,"+",2.5989838136073e-07,0.000258146430757842,73.5714285714286
"31147","C26960",2722,2721,"+",1.42785749982152e-05,0.00469667330063702,76.9230769230769
"31151","C26960",2847,2846,"+",3.24110446468622e-06,0.00162832296279525,80
"37606","C27712",909,908,"+",1.28492704804415e-08,2.66430921319598e-05,58.2352941176471
"37610","C27712",935,934,"+",4.52673949291768e-10,1.96552673950556e-06,60.0345025876941
"37612","C27712",972,971,"+",8.02565727229374e-07,0.000600557137342372,52.8571428571429
"37645","C27712",3695,3694,"+",1.09624249480867e-06,0.000751682119204763,53.2051282051282
"37650","C27712",3939,3938,"+",1.26604771004761e-09,4.39701883955869e-06,53.2215020968357
"37986","C27762",2602,2601,"+",1.09039903648376e-05,0.0038386155864479,61.5384615384615
"38512","C27882",1301,1300,"+",2.07576047702033e-06,0.00120028892500601,52.1929824561404
"38514","C27882",1363,1362,"+",3.44608615903217e-05,0.00857241943581272,58.8333333333333
"40057","C28082",2291,2290,"+",4.73558732203514e-07,0.000411531056032949,63.6363636363636
"40059","C28082",2297,2296,"+",5.46728199061624e-06,0.00240559226818918,61.371237458194
"40061","C28082",2327,2326,"+",1.02511537324055e-08,2.24680476834379e-05,73.9130434782609
"40088","C28082",2618,2617,"+",2.69215237582448e-06,0.00142896263013356,91.6666666666667
"40109","C28090",323,322,"+",2.27726374734724e-07,0.000234130994943185,53.8260869565217
"40123","C28090",411,410,"+",1.14176975530792e-17,6.32886007437403e-13,67.5675675675676
"40152","C28090",755,754,"+",6.54443755490026e-11,4.13946892992776e-07,63.7973137973138
"40158","C28090",830,829,"+",5.17303261044854e-08,7.76107658171296e-05,54.3889845094664
"40161","C28090",1420,1419,"+",2.07201901895352e-06,0.00119825987156227,80.0699300699301
"40162","C28090",1433,1432,"+",3.93137211824642e-05,0.00942486213496596,68.8571428571429
"40163","C28090",1446,1445,"+",3.40520658220349e-09,9.43757525670804e-06,92.5925925925926
"40164","C28090",1451,1450,"+",6.58169678896899e-07,0.000522704416548043,78.5714285714286
"40165","C28090",1473,1472,"+",1.29013187898706e-06,0.000849256847077601,78.021978021978
"40166","C28090",1487,1486,"+",1.1415340237871e-05,0.00398552297305347,67.5824175824176
"40201","C28132",2314,2313,"+",2.7344308628141e-06,0.00144782572777878,69.5340501792115
"40754","C28194",1949,1948,"+",2.19670384587925e-07,0.000228261249957618,94.7368421052632
"40761","C28194",2648,2647,"+",5.95911151885609e-09,1.46004313025592e-05,92.8571428571429
"40810","C28206",4134,4133,"+",1.04998694462648e-06,0.000728002610770872,59.7371565113501
"40812","C28206",4136,4135,"+",2.37233024536751e-06,0.00131093687778978,54.6620046620047
"41879","C28260",1028,1027,"+",1.68244025836621e-06,0.00102797253273098,50.8643617021277
"42599","C28328",4040,4039,"+",6.7073988024321e-06,0.00276205130622619,60.5925925925926
"42742","C28350",3109,3108,"+",1.69505890329689e-05,0.00530125193152023,79.4642857142857
"45472","C28594",2108,2107,"+",3.71891195711336e-06,0.0017990846279707,55.9259259259259
"45493","C28594",3102,3101,"+",4.73267739228801e-09,1.22413555008836e-05,51.6381766381766
"46177","C28666",4095,4094,"+",1.87572248031582e-05,0.00571949423486604,68.4210526315789
"46329","C28708",1811,1810,"+",1.31401152388106e-05,0.00441275644330685,75
"47240","C28772",187,186,"+",6.85929330648687e-07,0.000539678843189342,59.5238095238095
"47690","C28840",3748,3747,"+",2.83932430762242e-06,0.00147929229392002,75.4545454545455
"49114","C28982",4932,4931,"+",4.65675522883759e-08,7.20025244296589e-05,100
"50251","C29052",3094,3093,"+",2.82406446320562e-07,0.000276664648669989,60.2739726027397
"50252","C29052",3102,3101,"+",8.77695143917678e-12,7.75548757432927e-08,82.7368421052632
"50253","C29052",3142,3141,"+",8.79745104791067e-08,0.000115904023052953,76.6666666666667
"50256","C29052",3181,3180,"+",4.7375520819048e-06,0.00217143688182436,79.0697674418605
"54173","C29362",5331,5330,"+",2.66270187794957e-05,0.00728106689713499,60.8465608465609
"57329","C29540",3604,3603,"+",9.74200641851273e-06,0.00357566295944509,53.0505952380952
"57331","C29540",3619,3618,"+",1.43940396161769e-07,0.000169100924726883,63.7931034482759
"57351","C29540",5773,5772,"+",1.46158238969604e-05,0.00476936955279609,61.3636363636364
"62343","C29956",4629,4628,"+",2.1867291328536e-05,0.00628421274286549,79.5238095238095
"62349","C29956",5197,5196,"+",2.7666735945973e-05,0.00748359903550585,69.023569023569
"63453","C29994",864,863,"+",3.32613579358329e-05,0.00848341317707329,68.3333333333333
"63455","C29994",1009,1008,"+",9.77028592253232e-07,0.000689661338138446,81.25
"63457","C29994",1028,1027,"+",6.84434240152138e-06,0.00279666183187505,80.4166666666667
"63458","C29994",1039,1038,"+",6.66333499916707e-06,0.00274950691199382,78.5714285714286
"63723","C30044",4863,4862,"+",2.36785044623041e-05,0.00664144069347844,50.8333333333333
"64384","C30118",6648,6647,"+",1.18141435291209e-05,0.00408464678234258,66.6666666666667
"66972","C30294",6252,6251,"+",1.75698162630338e-06,0.00106032148277917,60.7142857142857
"67068","C30300",3452,3451,"+",1.88782308256184e-07,0.000207014587021589,57.3770491803279
"67069","C30300",3466,3465,"+",1.22662119191278e-05,0.00420233287161884,55.3571428571429
"67429","C30322",7584,7583,"+",2.32647749496536e-05,0.00654533956159781,68.5714285714286
"67630","C30336",2798,2797,"+",2.5391066065132e-06,0.00137969135382612,54.5150501672241
"68540","C30426",2243,2242,"+",1.54644117492415e-06,0.000967563448560801,100
"68543","C30426",2313,2312,"+",7.64816015859226e-06,0.00301794075492355,90
"68547","C30426",2423,2422,"+",9.79758525084532e-06,0.00358945837118416,73.6842105263158
"68548","C30426",2435,2434,"+",3.93137211824644e-05,0.00942486213496596,64.7368421052632
"68549","C30426",2566,2565,"+",1.28641137549909e-08,2.66430921319598e-05,82.3529411764706
"68552","C30426",2697,2696,"+",3.40217058483312e-05,0.00848341317707329,90.9090909090909
"68950","C30472",7738,7737,"+",7.05292515032804e-06,0.00285832805083084,73.3333333333333
"68970","C30476",6810,6809,"+",4.77109642522192e-06,0.00217674769383828,82.6086956521739
"69342","C30500",6076,6075,"+",1.900631159016e-10,9.73934548533404e-07,50.7226738934056
"69346","C30500",6086,6085,"+",1.50217401352227e-09,5.03821022583817e-06,50.6969052681313
"69559","C30508",5351,5350,"+",8.72421583398695e-06,0.00333953076733782,58.6206896551724
"69563","C30508",5363,5362,"+",2.21448218696622e-05,0.00631957939547635,58.6666666666667
"69565","C30508",5373,5372,"+",3.87396227104683e-08,6.2407288883602e-05,81.6017316017316
"71284","C30632",4606,4605,"+",3.59158044261103e-06,0.00175444423074091,56.5833333333333
"73472","C30806",808,807,"+",1.44749866663103e-05,0.00473576917543733,64.7058823529412
"73473","C30806",823,822,"+",1.00211446151379e-05,0.00363899322143527,68.4210526315789
"73474","C30806",836,835,"+",2.44418161344826e-07,0.000246957901595237,75
"73475","C30806",842,841,"+",7.51585846135348e-06,0.00298607790586677,68.922305764411
"73477","C30806",859,858,"+",1.58119748993077e-06,0.000982178129823436,72.2727272727273
"73479","C30806",873,872,"+",3.40305286180107e-06,0.00167809331520464,70.2380952380952
"73480","C30806",877,876,"+",1.48356139793023e-06,0.000941519504443422,66.6666666666667
"73481","C30806",929,928,"+",2.19976345210345e-07,0.000228533110146112,73.6842105263158
