"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"214","C14868",143,142,"+",9.54565479910261e-06,0.00609157984708416,64.1414141414141
"565","C15934",234,233,"+",7.17548299506991e-06,0.00501709652046339,55.1724137931034
"2819","C18688",174,173,"+",2.01911428186836e-05,0.00996543806079128,-86.6666666666667
"3430","C19224",514,513,"+",9.11470074867865e-06,0.00593175997709039,51.505376344086
"3432","C19224",549,548,"+",3.46092328994742e-07,0.000594565203936387,52.9411764705882
"4321","C19786",320,319,"+",1.61209717721784e-05,0.00862964434059125,-78.9473684210526
"4919","C20084",764,763,"+",1.54267672461038e-08,5.67416933784766e-05,93.75
"4921","C20084",783,782,"+",6.92918962137492e-07,0.000991635962423004,87.4509803921569
"4922","C20084",784,783,"+",4.5043523304393e-07,0.000723521969677003,100
"5956","C20704",950,949,"+",1.28998968008256e-05,0.00738343796320574,-100
"7160","C21194",484,483,"+",2.06295201212604e-07,0.000402167774750257,-93.75
"8238","C21528",1242,1241,"+",1.47667459436495e-12,3.12992160020838e-08,92.2287390029326
"8239","C21528",1307,1306,"+",3.96372792082901e-10,3.30964874671008e-06,62.807881773399
"8240","C21528",1316,1315,"+",9.43022598804949e-09,3.92853980500587e-05,50.3978779840849
"8314","C21560",771,770,"+",6.45097856089759e-06,0.00466194422427495,-61.2173913043478
"8627","C21716",1430,1429,"+",4.94520465976743e-07,0.00077800761558221,-68.1818181818182
"11091","C22274",1609,1608,"+",1.31401152388106e-05,0.0074924586777474,75
"11248","C22294",267,266,"+",1.75350921030713e-06,0.00190374353758425,-88.2352941176471
"11753","C22384",1331,1330,"+",3.0592640634369e-07,0.000540064732186946,-100
"11755","C22384",1346,1345,"+",1.54644117492415e-06,0.00173970034582205,-100
"12437","C22516",283,282,"+",3.36100868300139e-11,4.46749317986825e-07,51.9138755980861
"12446","C22516",376,375,"+",2.15430196188603e-09,1.24037161289743e-05,51.9001490312966
"13279","C22628",1044,1043,"+",7.39602301050679e-07,0.00103418463359002,100
"13280","C22628",1054,1053,"+",1.0825088224469e-05,0.00653262225186232,100
"13284","C22628",1124,1123,"+",5.86358945492071e-06,0.00439316562658985,100
"13289","C22628",1593,1592,"+",1.54644117492415e-06,0.00173970034582205,100
"13290","C22628",1624,1623,"+",4.00617913069118e-07,0.000661900755920457,100
"13293","C22628",1757,1756,"+",5.86358945492071e-06,0.00439316562658985,100
"13296","C22628",1797,1796,"+",2.01037352740139e-06,0.0021071806957181,100
"13297","C22628",1802,1801,"+",1.22370562537476e-06,0.00147408125502737,100
"13298","C22628",1812,1811,"+",2.01037352740139e-05,0.00996543806079128,92.3076923076923
"15511","C23010",1663,1662,"+",1.85804533630621e-05,0.00953448274023914,85.7142857142857
"15776","C23042",1494,1493,"+",1.20253735381655e-05,0.00709100970749757,64.0732265446224
"16931","C23220",195,194,"+",7.84347280454066e-06,0.0053161113445649,-86.9565217391304
"16933","C23220",199,198,"+",4.0302429430446e-07,0.000662352391774789,-90
"16935","C23220",217,216,"+",7.05292515032804e-06,0.00495872688580156,-81.8181818181818
"16937","C23220",232,231,"+",3.16457198372778e-07,0.000554392962216754,-83.3333333333333
"16946","C23220",1037,1036,"+",8.85596091396477e-08,0.000216421985555541,-87.2222222222222
"17624","C23330",1439,1438,"+",5.64912733262908e-07,0.000849267991579355,-72.7668845315904
"18356","C23432",1648,1647,"+",1.0825088224469e-05,0.00653262225186232,100
"20315","C23726",943,942,"+",1.04719395825639e-06,0.00131761480467895,-60.6981981981982
"21965","C23900",964,963,"+",1.28998968008256e-05,0.00738343796320574,100
"22296","C23946",580,579,"+",1.98459950781932e-05,0.00996127995452212,-100
"23476","C24224",1999,1998,"+",2.77949395260947e-11,3.81303209920788e-07,81.9277108433735
"23477","C24224",2012,2011,"+",2.22422983906595e-06,0.00224355333029055,67.2757475083057
"24455","C24276",1985,1984,"+",3.8148491996022e-06,0.00325206817033608,62.1266427718041
"26590","C24564",1617,1616,"+",2.01788937446174e-06,0.00211036829798677,55.1282051282051
"26621","C24564",1949,1948,"+",1.03139495432057e-08,4.21476196623379e-05,54.9450549450549
"26737","C24570",2574,2573,"+",2.14963268975713e-08,7.39343572039748e-05,-59.8598598598599
"26743","C24570",2670,2669,"+",2.24602041513921e-06,0.00225821133092035,-59.1794871794872
"26745","C24570",2686,2685,"+",6.69509910892524e-07,0.000965285688356469,-65.8441558441558
"28079","C24704",903,902,"+",3.47323817706995e-07,0.000595275082304024,-52.1193092621664
"29895","C24910",554,553,"+",6.9536370571448e-07,0.000994384875973324,52.6984126984127
"29897","C24910",563,562,"+",1.91553870978877e-09,1.13265337804763e-05,58.3333333333333
"29899","C24910",572,571,"+",6.26901138815114e-08,0.00016627817034673,54.2567567567568
"30609","C24974",2096,2095,"+",1.12972621060611e-06,0.00138986491919751,61.6959064327485
"35570","C25540",1494,1493,"+",1.04119568381246e-05,0.00642934888977231,-85
"36187","C25572",587,586,"+",5.02929564714462e-06,0.00396038586115119,83.3333333333333
"36262","C25572",2291,2290,"+",1.30389146407453e-06,0.00153896887561553,94.1176470588235
"37365","C25670",2055,2054,"+",6.97020191440255e-12,1.1982365163602e-07,53.396327331075
"38596","C25762",2803,2802,"+",1.3070224435721e-05,0.00746609441301487,-50.4394861392833
"39197","C25826",2908,2907,"+",3.76858699934001e-07,0.000634395036178718,-72.9249011857708
"40897","C25966",1238,1237,"+",3.13328742342653e-06,0.00283228252786237,54.5454545454545
"49651","C26532",944,943,"+",2.80800133788451e-06,0.0026422777768815,67.003367003367
"49655","C26532",986,985,"+",1.1955641408764e-09,7.84360290443638e-06,77.75
"50484","C26570",1830,1829,"+",4.07412707612311e-09,2.03159976566049e-05,71.2103407755582
"51045","C26620",4013,4012,"+",1.84284240011794e-05,0.00948422476271965,100
"51649","C26688",239,238,"+",5.93357246948958e-06,0.00440227342202014,72
"51654","C26688",291,290,"+",7.14298834060218e-06,0.00500677031444583,80.6451612903226
"51656","C26688",320,319,"+",1.42859766812043e-05,0.00793085790947804,81.25
"51658","C26688",332,331,"+",4.25981454900576e-06,0.00352452995991845,80
"51660","C26688",336,335,"+",2.01205815405129e-07,0.00039803930722816,83.7837837837838
"51662","C26688",338,337,"+",2.36656363833652e-06,0.00233965039084283,82.051282051282
"51663","C26688",487,486,"+",2.66948038373652e-06,0.00255242705083054,71.4285714285714
"51664","C26688",488,487,"+",1.40710934642703e-06,0.00163606335653229,64.7619047619048
"51667","C26688",496,495,"+",1.16886655594503e-06,0.0014256510775434,72.4137931034483
"51668","C26688",497,496,"+",4.0518394199231e-10,3.36283957834593e-06,88.2352941176471
"51669","C26688",498,497,"+",2.36864064101361e-06,0.00233965904381116,72.4137931034483
"51670","C26688",499,498,"+",8.77986236435871e-12,1.45090591565145e-07,89.1891891891892
"51671","C26688",502,501,"+",5.56335524223839e-06,0.0042622616928494,72.4137931034483
"51672","C26688",503,502,"+",1.13207610095517e-05,0.00678125067881646,58.8636363636364
"51674","C26688",626,625,"+",8.40471415848903e-07,0.00112405485332464,57.8369905956113
"51676","C26688",639,638,"+",4.55983900065912e-08,0.000131820671522908,67.3076923076923
"51694","C26688",888,887,"+",2.27195067867711e-06,0.00227055297300246,84
"51696","C26688",892,891,"+",1.85391175380051e-05,0.00952425211436185,83.3333333333333
"51698","C26688",972,971,"+",1.53837278618541e-05,0.0083626427761515,81.25
"53422","C26844",2626,2625,"+",5.30329573082022e-18,6.08872854717729e-13,-72.3526473526474
"53747","C26866",3154,3153,"+",2.5989838136073e-07,0.00047624481186077,73.5714285714286
"55200","C26960",1576,1575,"+",3.55841177407288e-07,0.000607390237935413,87.5
"55203","C26960",1624,1623,"+",1.17889773062187e-05,0.006982781202447,95.8333333333333
"55205","C26960",1675,1674,"+",1.10351890107174e-06,0.00136613270545388,100
"55207","C26960",1680,1679,"+",1.35817710901136e-06,0.00159180720880358,100
"55229","C26960",2379,2378,"+",4.91207387759113e-07,0.000774058030625284,100
"55243","C26960",2722,2721,"+",1.42785749982152e-05,0.00792994421561079,76.9230769230769
"55248","C26960",2847,2846,"+",3.24110446468622e-06,0.00288974868675874,80
"58422","C27178",4031,4030,"+",2.33943078507811e-07,0.000441346216901054,-67.8571428571429
"58423","C27178",4032,4031,"+",6.89279005936653e-07,0.000987734082268249,-73.9130434782609
"58424","C27178",4115,4114,"+",9.44717812789319e-06,0.00609157984708416,-80
"58426","C27178",4123,4122,"+",7.14298834060218e-06,0.00500677031444583,-80.6451612903226
"58428","C27178",4129,4128,"+",1.3330551691547e-06,0.00156876979270591,-75
"58432","C27178",4152,4151,"+",3.5359052004529e-06,0.00306301029573323,-73.5294117647059
"63666","C27566",4157,4156,"+",2.99679568733086e-06,0.00275145538320047,-66.5413533834586
"65688","C27712",909,908,"+",1.28492704804415e-08,4.97445278272816e-05,58.2352941176471
"65692","C27712",935,934,"+",4.52673949291768e-10,3.67713099452211e-06,60.0345025876941
"65694","C27712",972,971,"+",8.02565727229374e-07,0.0010892196293765,52.8571428571429
"65740","C27712",3695,3694,"+",1.09624249480867e-06,0.00136134844533606,53.2051282051282
"65745","C27712",3939,3938,"+",1.26604771004761e-09,8.21496137403867e-06,53.2215020968357
"65835","C27718",3337,3336,"+",1.76055930560863e-06,0.00191075235311863,-54.6969696969697
