"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"4922","C20084",784,783,"+",4.5043523304393e-07,0.000723521969677003,100
"13290","C22628",1624,1623,"+",4.00617913069118e-07,0.000661900755920457,100
"55229","C26960",2379,2378,"+",4.91207387759113e-07,0.000774058030625284,100
"85764","C28982",4932,4931,"+",4.65675522883759e-08,0.000133979839679789,100
"193812","C33708",8310,8309,"+",1.03544322147095e-07,0.000243617467309552,100
"199938","C34158",8562,8561,"+",2.24346031318706e-07,0.000427815815562569,100
"202434","C34256",15596,15595,"+",9.98501748126939e-08,0.000237944504008117,100
"263896","scaffold100",676767,676766,"+",4.9925087406347e-08,0.0001400467434149,100
"318653","scaffold1009",963656,963655,"+",1.92296598273176e-07,0.000385715592480511,100
"341803","scaffold101",170458,170457,"+",6.4009217327295e-07,0.000936167644113461,100
"383832","scaffold1017",395468,395467,"+",1.29430402683869e-07,0.000288401446883955,100
"434844","scaffold102",1287051,1287050,"+",5.38802532492594e-10,4.19729057886436e-06,100
"450112","scaffold1021",40392,40391,"+",1.44782753478406e-07,0.000314339045744086,100
"450731","scaffold1021",65347,65346,"+",1.28934500757877e-08,4.97445278272816e-05,100
"459154","scaffold1021",484590,484589,"+",7.6201449199161e-08,0.000193138397011582,100
"463661","scaffold1021",749255,749254,"+",6.4009217327295e-07,0.000936167644113461,100
"467513","scaffold1024",215504,215503,"+",1.03544322147095e-07,0.000243617467309552,100
"494425","scaffold1024",1308347,1308346,"+",2.67078608712745e-08,8.7728985422641e-05,100
"495049","scaffold1024",1343502,1343501,"+",4.00617913069118e-07,0.000661900755920457,100
"519522","scaffold1031",425968,425967,"+",1.92296598273177e-07,0.000385715592480511,100
"531243","scaffold1032",370267,370266,"+",1.03544322147095e-07,0.000243617467309552,100
"584545","scaffold1045",80802,80801,"+",1.03544322147095e-07,0.000243617467309552,100
"584939","scaffold1045",101889,101888,"+",2.91539334264082e-12,5.62324759582194e-08,100
"595772","scaffold1050",80917,80916,"+",4.65675522883759e-08,0.000133979839679789,100
