CGI_10007347	ER/Golgi	C
CGI_10016735	RNA metabolism	P
CGI_10020993	RNA metabolism	P
CGI_10004647	DNA metabolism	P
CGI_10004647	cell organization and biogenesis	P
CGI_10013103	DNA metabolism	P
CGI_10013103	stress response	P
CGI_10025557	other cellular component	C
CGI_10004647	other cellular component	C
CGI_10004647	nucleus	C
CGI_10003741	other cytoplasmic organelle	C
CGI_10003741	other membranes	C
CGI_10016028	cytoskeleton	C
CGI_10016735	other cellular component	C
CGI_10020993	other cellular component	C
CGI_10008103	developmental processes	P
CGI_10028528	other cellular component	C
CGI_10016735	developmental processes	P
CGI_10020993	developmental processes	P
CGI_10008103	nucleic acid binding activity	F
CGI_10015140	nucleic acid binding activity	F
CGI_10025557	nucleic acid binding activity	F
CGI_10013103	other molecular function	F
CGI_10013103	nucleic acid binding activity	F
CGI_10015140	nucleic acid binding activity	F
CGI_10015140	transcription regulatory activity	F
CGI_10015140	nucleic acid binding activity	F
CGI_10015140	transcription regulatory activity	F
CGI_10015140	nucleic acid binding activity	F
CGI_10015140	transcription regulatory activity	F
CGI_10015140	nucleic acid binding activity	F
CGI_10015140	transcription regulatory activity	F
CGI_10015140	nucleic acid binding activity	F
CGI_10015140	transcription regulatory activity	F
CGI_10002034	nucleic acid binding activity	F
CGI_10016735	nucleic acid binding activity	F
CGI_10019057	nucleic acid binding activity	F
CGI_10020993	nucleic acid binding activity	F
CGI_10002034	other molecular function	F
CGI_10019057	other molecular function	F
CGI_10012096	cytoskeletal activity	F
CGI_10014961	cytoskeletal activity	F
CGI_10013103	other molecular function	F
CGI_10028528	other molecular function	F
CGI_10025557	other molecular function	F
CGI_10007347	enzyme regulator activity	F
CGI_10012616	transporter activity	F
CGI_10019324	transporter activity	F
CGI_10019325	transporter activity	F
CGI_10025234	transporter activity	F
CGI_10012096	other molecular function	F
CGI_10012616	other molecular function	F
CGI_10014961	other molecular function	F
CGI_10019324	other molecular function	F
CGI_10019325	other molecular function	F
CGI_10025234	other molecular function	F
CGI_10012096	other molecular function	F
CGI_10013103	other molecular function	F
CGI_10014961	other molecular function	F
CGI_10016028	other molecular function	F
CGI_10025557	other molecular function	F
CGI_10003741	other molecular function	F
CGI_10002034	non-structural extracellular	C
CGI_10019057	non-structural extracellular	C
CGI_10008103	nucleus	C
CGI_10013103	nucleus	C
CGI_10015140	nucleus	C
CGI_10016028	nucleus	C
CGI_10016735	nucleus	C
CGI_10020687	nucleus	C
CGI_10020993	nucleus	C
CGI_10026576	nucleus	C
CGI_10026576	nucleus	C
CGI_10026576	other membranes	C
CGI_10004647	nucleus	C
CGI_10013103	nucleus	C
CGI_10013103	other cellular component	C
CGI_10013103	other cellular component	C
CGI_10016028	other cellular component	C
CGI_10016735	other cellular component	C
CGI_10020993	other cellular component	C
CGI_10028528	mitochondrion	C
CGI_10003741	other cytoplasmic organelle	C
CGI_10003741	other cytoplasmic organelle	C
CGI_10002034	ER/Golgi	C
CGI_10019057	ER/Golgi	C
CGI_10002034	ER/Golgi	C
CGI_10019057	ER/Golgi	C
CGI_10016028	cytoskeleton	C
CGI_10016028	cytoskeleton	C
CGI_10003741	cytosol	C
CGI_10012096	cytosol	C
CGI_10014961	cytosol	C
CGI_10016735	cytosol	C
CGI_10020993	cytosol	C
CGI_10016735	other cellular component	C
CGI_10020993	other cellular component	C
CGI_10007347	cytoskeleton	C
CGI_10012096	cytoskeleton	C
CGI_10014961	cytoskeleton	C
CGI_10012096	cytoskeleton	C
CGI_10014961	cytoskeleton	C
CGI_10016028	cytoskeleton	C
CGI_10007347	other membranes	C
CGI_10007347	plasma membrane	C
CGI_10007347	other membranes	C
CGI_10007347	plasma membrane	C
CGI_10012616	other membranes	C
