CGI_10000428	scaffold1242	4421	4423	100	mRNA	3925	4806
CGI_10000485	C28982	4929	4931	100	mRNA	756	6077
CGI_10000789	scaffold475	8452	8454	100	mRNA	4744	9923
CGI_10001120	C33708	8307	8309	100	mRNA	8220	14973
CGI_10001200	scaffold34088	7645	7647	-100	mRNA	6736	14285
CGI_10001223	C34158	8559	8561	100	mRNA	8394	13250
CGI_10001227	scaffold34202	5513	5515	100	mRNA	527	10844
CGI_10001358	scaffold34756	3725	3727	-100	mRNA	21	10691
CGI_10001451	scaffold35286	17331	17333	100	mRNA	5633	23296
CGI_10001721	scaffold36006	22505	22507	100	mRNA	1062	28962
CGI_10001721	scaffold36006	22507	22509	100	mRNA	1062	28962
CGI_10001789	scaffold36094	11678	11680	-100	mRNA	850	27457
CGI_10001845	scaffold1389	19362	19364	-100	mRNA	17781	20930
CGI_10001851	scaffold36314	20827	20829	100	mRNA	7919	28252
CGI_10001930	scaffold36462	28206	28208	-100	mRNA	28109	34499
CGI_10002160	scaffold36862	13741	13743	-100	mRNA	12510	18011
CGI_10002232	scaffold37002	18891	18893	100	mRNA	16492	24413
CGI_10002232	scaffold37002	20786	20788	100	mRNA	16492	24413
CGI_10002413	scaffold857	20028	20030	100	mRNA	9995	21199
CGI_10002413	scaffold857	20028	20030	100	mRNA	9995	21199
CGI_10002413	scaffold857	20029	20031	100	mRNA	9995	21199
CGI_10002413	scaffold857	20029	20031	100	mRNA	9995	21199
CGI_10002414	scaffold857	20028	20030	100	mRNA	17815	33794
CGI_10002414	scaffold857	20028	20030	100	mRNA	17815	33794
CGI_10002414	scaffold857	20029	20031	100	mRNA	17815	33794
CGI_10002414	scaffold857	20029	20031	100	mRNA	17815	33794
CGI_10002584	scaffold884	36972	36974	-100	mRNA	1610	37089
CGI_10002688	scaffold38256	51289	51291	-100	mRNA	46750	52983
CGI_10002774	scaffold466	4797	4799	100	mRNA	177	10344
CGI_10002794	scaffold1376	16799	16801	100	mRNA	13081	17616
CGI_10002811	scaffold38510	48976	48978	100	mRNA	16647	55821
CGI_10002867	scaffold38626	7332	7334	-100	mRNA	7145	8797
CGI_10002867	scaffold38626	7335	7337	-100	mRNA	7145	8797
CGI_10003069	scaffold38944	14013	14015	-100	mRNA	11067	20506
CGI_10003071	scaffold38944	28629	28631	-100	mRNA	24963	30774
CGI_10003141	scaffold985	46856	46858	-100	mRNA	41796	55083
CGI_10003201	scaffold1842	47510	47512	-100	mRNA	42810	63379
CGI_10003308	scaffold39368	14365	14367	100	mRNA	6519	16111
CGI_10003316	scaffold1690	29959	29961	-100	mRNA	9012	64265
CGI_10003400	scaffold39526	4706	4708	100	mRNA	3807	29218
CGI_10003458	scaffold1847	47553	47555	100	mRNA	41168	49978
CGI_10003467	scaffold39634	24044	24046	100	mRNA	15924	31196
CGI_10003473	scaffold1128	4983	4985	-100	mRNA	4586	5053
CGI_10003741	scaffold1735	25054	25056	-100	mRNA	22941	26319
CGI_10004088	scaffold40456	40313	40315	100	mRNA	27553	45443
CGI_10004097	scaffold40420	27334	27336	100	mRNA	21005	35624
CGI_10004178	scaffold40548	66359	66361	100	mRNA	60686	67518
CGI_10004335	scaffold839	53673	53675	100	mRNA	39216	58962
CGI_10004348	scaffold1801	13180	13182	-100	mRNA	11015	28188
CGI_10004348	scaffold1801	18657	18659	-100	mRNA	11015	28188
CGI_10004548	scaffold40910	86125	86127	-100	mRNA	80831	88229
CGI_10004558	scaffold40928	58679	58681	100	mRNA	38151	71042
CGI_10004573	scaffold40916	62873	62875	100	mRNA	60374	63069
CGI_10004606	scaffold40980	79339	79341	-100	mRNA	79073	90416
CGI_10004647	scaffold1045	80799	80801	100	mRNA	73787	82720
CGI_10004707	scaffold132	23964	23966	100	mRNA	23140	32243
CGI_10004725	scaffold41136	51038	51040	100	mRNA	5469	74857
CGI_10004766	scaffold1107	10167	10169	-100	mRNA	9693	14367
CGI_10004785	scaffold892	27358	27360	-100	mRNA	11371	52730
CGI_10005033	scaffold41400	58346	58348	-100	mRNA	56733	66697
CGI_10005033	scaffold41400	60195	60197	100	mRNA	56733	66697
CGI_10005033	scaffold41400	64072	64074	100	mRNA	56733	66697
CGI_10005126	scaffold41480	51476	51478	-100	mRNA	9841	73363
CGI_10005133	scaffold41522	12735	12737	-100	mRNA	11479	33348
CGI_10005133	scaffold41522	26154	26156	100	mRNA	11479	33348
CGI_10005214	scaffold1191	103584	103586	-100	mRNA	103097	120475
CGI_10005249	scaffold41534	20430	20432	-100	mRNA	459	65052
CGI_10005249	scaffold41534	38031	38033	100	mRNA	459	65052
CGI_10005249	scaffold41534	39494	39496	100	mRNA	459	65052
CGI_10005253	scaffold41588	34400	34402	100	mRNA	26701	37002
CGI_10005367	scaffold484	103352	103354	100	mRNA	100406	107709
CGI_10005392	scaffold41656	100483	100485	-100	mRNA	98808	100588
CGI_10005632	scaffold41792	6083	6085	100	mRNA	1797	7186
CGI_10005641	scaffold41806	1325	1327	-100	mRNA	391	2493
CGI_10005801	scaffold41896	2964	2966	100	mRNA	253	10977
CGI_10005866	scaffold41968	46997	46999	-100	mRNA	46511	57418
CGI_10005904	scaffold41974	81235	81237	-100	mRNA	75674	89547
CGI_10005915	scaffold41998	112429	112431	100	mRNA	107642	122323
CGI_10005980	scaffold1180	50199	50201	-100	mRNA	47029	56801
CGI_10006105	scaffold42090	42095	42097	-100	mRNA	40433	47593
CGI_10006300	scaffold42158	46988	46990	-100	mRNA	33625	47387
CGI_10006326	scaffold42184	4203	4205	100	mRNA	2244	28800
CGI_10006374	scaffold1586	143141	143143	100	mRNA	142424	149427
CGI_10006381	scaffold1774	66117	66119	100	mRNA	62955	76692
CGI_10006403	scaffold42236	79598	79600	-100	mRNA	70910	88740
CGI_10006425	scaffold1848	64060	64062	100	mRNA	54858	64498
CGI_10006474	scaffold42246	26199	26201	100	mRNA	5727	48525
CGI_10006634	scaffold281	119858	119860	100	mRNA	116134	127065
CGI_10006664	scaffold536	10839	10841	100	mRNA	9032	12426
CGI_10006703	scaffold42366	119281	119283	100	mRNA	116419	123857
CGI_10006735	scaffold42380	153243	153245	100	mRNA	151395	157460
CGI_10006763	scaffold503	102546	102548	100	mRNA	95147	103207
CGI_10006854	scaffold42422	115936	115938	-100	mRNA	114829	123344
CGI_10006924	scaffold647	59192	59194	-100	mRNA	50031	60378
CGI_10006975	scaffold42486	17395	17397	100	mRNA	13709	48840
CGI_10006996	scaffold575	45212	45214	-100	mRNA	37754	53476
CGI_10007033	scaffold42508	140832	140834	100	mRNA	132335	147112
CGI_10007085	scaffold242	111953	111955	100	mRNA	110967	126116
CGI_10007140	scaffold42540	118339	118341	100	mRNA	114562	120170
CGI_10007347	scaffold42634	67016	67018	-100	mRNA	32186	72012
CGI_10007458	scaffold42662	93141	93143	-100	mRNA	68883	113325
CGI_10007485	scaffold42684	152931	152933	100	mRNA	142793	153624
CGI_10007640	scaffold640	94044	94046	-100	mRNA	92126	109820
CGI_10007708	scaffold42776	63642	63644	-100	mRNA	61897	67332
CGI_10007708	scaffold42776	63642	63644	-100	mRNA	61897	67332
CGI_10007708	scaffold42776	63643	63645	-100	mRNA	61897	67332
CGI_10007708	scaffold42776	63643	63645	-100	mRNA	61897	67332
CGI_10007708	scaffold42776	63696	63698	100	mRNA	61897	67332
CGI_10007718	scaffold42790	100273	100275	100	mRNA	47227	102130
CGI_10007751	scaffold483	147374	147376	100	mRNA	141773	150897
CGI_10007801	scaffold1508	64118	64120	-100	mRNA	30674	71423
CGI_10008012	scaffold42894	17507	17509	-100	mRNA	13782	18002
CGI_10008103	scaffold42904	105177	105179	100	mRNA	87880	118208
CGI_10008109	scaffold694	130521	130523	-100	mRNA	127285	137031
CGI_10008403	scaffold726	78919	78921	-100	mRNA	76896	97309
CGI_10008515	scaffold43028	209510	209512	100	mRNA	209191	209779
CGI_10008613	scaffold743	78323	78325	100	mRNA	78257	83384
CGI_10008650	scaffold817	7467	7469	100	mRNA	2621	21484
CGI_10008651	scaffold817	7467	7469	100	mRNA	6900	18319
