"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"4660","NC_047559.1",738014,738016,"*",3.99158129484938e-28,4.94835029787266e-24,-100
"7454","NC_047559.1",1006145,1006147,"*",2.89039979720955e-08,2.7493384462728e-06,100
"7501","NC_047559.1",1011405,1011407,"*",7.39602301050679e-07,4.31835306333014e-05,100
"12080","NC_047559.1",1715466,1715468,"*",3.13609862223152e-13,1.22133169596903e-10,100
"16948","NC_047559.1",2193954,2193956,"*",9.98501748126939e-08,7.9093991238555e-06,-100
"27627","NC_047559.1",3595157,3595159,"*",3.71569111196152e-12,1.10285187069265e-09,-100
"27763","NC_047559.1",3613450,3613452,"*",3.77098754904759e-09,4.78436502556043e-07,-100
"30456","NC_047559.1",3734205,3734207,"*",1.84284240011794e-05,0.00064115394643455,-100
"31734","NC_047559.1",3874606,3874608,"*",2.25468136673823e-08,2.22310980538767e-06,-100
"46049","NC_047559.1",4907314,4907316,"*",6.48747903571152e-09,7.64236554769192e-07,-100
"47263","NC_047559.1",4996260,4996262,"*",9.98501748126937e-08,7.9093991238555e-06,-100
"51988","NC_047559.1",5402041,5402043,"*",1.32306633854621e-05,0.000485734461788275,-100
"52261","NC_047559.1",5430962,5430964,"*",1.39334917575672e-24,7.08732902816102e-21,100
"56438","NC_047559.1",5980653,5980655,"*",5.38677009265244e-05,0.00156304002787892,-100
"58355","NC_047559.1",6327898,6327900,"*",5.45072660301861e-24,2.41731832608765e-20,100
"60116","NC_047559.1",6435921,6435923,"*",2.23826155077683e-12,6.99630104681896e-10,-100
"61363","NC_047559.1",6539611,6539613,"*",1.18102357305337e-08,1.27758382829319e-06,100
"62010","NC_047559.1",6601946,6601948,"*",2.09401639476582e-15,1.33683409998873e-12,-100
"62123","NC_047559.1",6615055,6615057,"*",1.0825088224469e-05,0.000410620030031929,-100
"62124","NC_047559.1",6615145,6615147,"*",2.24346031318706e-07,1.5746101315886e-05,-100
"62184","NC_047559.1",6621649,6621651,"*",1.95997273859023e-11,4.83749363761514e-09,100
"62187","NC_047559.1",6621879,6621881,"*",1.60361405884654e-11,4.05366985216453e-09,100
"67293","NC_047559.1",7071341,7071343,"*",3.0592640634369e-07,2.04756128145798e-05,-100
"68354","NC_047559.1",7138119,7138121,"*",7.59430452832148e-37,6.34718329207206e-32,-100
"79345","NC_047559.1",8072913,8072915,"*",8.66412388180034e-14,3.84945909069446e-11,-100
"82058","NC_047559.1",8269426,8269428,"*",9.24577583616486e-07,5.21020126571675e-05,-100
"87324","NC_047559.1",8699968,8699970,"*",3.80289590523184e-07,2.4609806294199e-05,100
"96172","NC_047559.1",9301392,9301394,"*",2.24346031318706e-07,1.5746101315886e-05,-100
"96243","NC_047559.1",9307614,9307616,"*",4.44801471759108e-08,3.98062889623043e-06,100
"97146","NC_047559.1",9371990,9371992,"*",9.98501748126939e-08,7.9093991238555e-06,100
"99013","NC_047559.1",9523443,9523445,"*",1.95997273859023e-11,4.83749363761514e-09,100
"99161","NC_047559.1",9537680,9537682,"*",8.81067926722916e-22,2.3136479000549e-18,100
"99333","NC_047559.1",9548686,9548688,"*",1.95997273859023e-11,4.83749363761514e-09,100
"102829","NC_047559.1",9811935,9811937,"*",1.98459950781932e-05,0.00068213038569034,-100
"106665","NC_047559.1",10073766,10073768,"*",5.16697813210846e-09,6.27330876239042e-07,-100
"106731","NC_047559.1",10082509,10082511,"*",5.14191690662278e-05,0.00150563008397211,100
"110476","NC_047559.1",10449184,10449186,"*",7.64816015859226e-07,4.43943730734687e-05,100
"114483","NC_047559.1",10846851,10846853,"*",0.0001998001998002,0.00460766897592765,-100
"114551","NC_047559.1",10853253,10853255,"*",4.35555410111287e-15,2.59531543854656e-12,100
"125761","NC_047559.1",11690479,11690481,"*",2.23826155077683e-12,6.99630104681896e-10,-100
"133425","NC_047559.1",12229081,12229083,"*",4.51964592630255e-21,1.01571915169247e-17,-100
"142843","NC_047559.1",13004150,13004152,"*",7.4551331289415e-20,1.24893299964483e-16,-100
"145524","NC_047559.1",13235175,13235177,"*",1.18102357305337e-08,1.27758382829319e-06,-100
"147043","NC_047559.1",13389410,13389412,"*",1.12698432468937e-11,2.95795705866551e-09,-100
"147240","NC_047559.1",13419582,13419584,"*",6.98951223688852e-08,5.83868189436931e-06,-100
"147241","NC_047559.1",13419748,13419750,"*",1.44782753478406e-07,1.08671635955348e-05,-100
"147715","NC_047559.1",13482606,13482608,"*",2.64995025039115e-13,1.04979779227783e-10,-100
"153943","NC_047559.1",14251092,14251094,"*",1.22128574031655e-09,1.79759400112815e-07,100
"153987","NC_047559.1",14256697,14256699,"*",2.8183517084228e-09,3.72207315053262e-07,100
"155929","NC_047559.1",14381676,14381678,"*",7.4551331289415e-20,1.24893299964483e-16,100
"156164","NC_047559.1",14435819,14435821,"*",1.58493703697013e-21,3.90065441329209e-18,100
"156747","NC_047559.1",14483685,14483687,"*",9.14695431484193e-13,3.16333413836362e-10,100
"158096","NC_047559.1",14594291,14594293,"*",7.64816015859226e-07,4.43943730734687e-05,100
"158133","NC_047559.1",14601485,14601487,"*",1.32306633854621e-05,0.000485734461788275,100
"168475","NC_047559.1",15383185,15383187,"*",4.53728448414814e-10,7.62848800453731e-08,-100
"170999","NC_047559.1",15578806,15578808,"*",1.76765041361606e-09,2.47864239210892e-07,-100
"171140","NC_047559.1",15592671,15592673,"*",5.14191690662278e-05,0.00150563008397211,-100
"172315","NC_047559.1",15734612,15734614,"*",3.44056137805704e-17,3.22330169362929e-14,100
"172856","NC_047559.1",15764238,15764240,"*",1.45697452676581e-12,4.79188562627392e-10,-100
"172857","NC_047559.1",15764243,15764245,"*",2.23826155077683e-12,6.99630104681896e-10,-100
"172858","NC_047559.1",15764260,15764262,"*",7.39602301050679e-07,4.31835306333014e-05,-100
"173708","NC_047559.1",15989137,15989139,"*",0.000124875124875125,0.00312731402443993,-100
"173898","NC_047559.1",16013934,16013936,"*",3.44056137805704e-17,3.22330169362929e-14,-100
"175825","NC_047559.1",16211383,16211385,"*",1.55009343963254e-08,1.61255939183588e-06,100
"176075","NC_047559.1",16237167,16237169,"*",0.000333000333000333,0.00703176992971011,100
"178028","NC_047559.1",16409823,16409825,"*",6.40705288381449e-07,3.8313347977057e-05,-100
"178078","NC_047559.1",16416254,16416256,"*",1.28934500757877e-08,1.37660355360227e-06,-100
"182162","NC_047559.1",17003592,17003594,"*",9.7131635117721e-13,3.33191257960738e-10,-100
"182168","NC_047559.1",17004472,17004474,"*",5.5077592210354e-08,4.76906823004087e-06,100
"186951","NC_047559.1",17324711,17324713,"*",1.89178143455749e-11,4.69527500215769e-09,100
"187044","NC_047559.1",17336109,17336111,"*",2.43965341394874e-18,2.93170662681495e-15,100
"188487","NC_047559.1",17519147,17519149,"*",1.85886873709944e-07,1.34476889317853e-05,-100
"192984","NC_047559.1",17854725,17854727,"*",1.54644117492415e-06,8.0494548714223e-05,100
"195962","NC_047559.1",18108479,18108481,"*",2.6052657631605e-07,1.78444536053931e-05,-100
"195966","NC_047559.1",18108683,18108685,"*",2.77030241144364e-19,4.04592873192921e-16,100
"196116","NC_047559.1",18128541,18128543,"*",3.30207310421499e-17,3.11656298777078e-14,-100
"196118","NC_047559.1",18128670,18128672,"*",1.35817710901136e-06,7.22875237371962e-05,-100
"196168","NC_047559.1",18134560,18134562,"*",7.76652299088426e-11,1.62013668026986e-08,100
"196769","NC_047559.1",18189999,18190001,"*",6.2020112243197e-14,2.84567362496556e-11,100
"196781","NC_047559.1",18190837,18190839,"*",6.7413165481736e-14,3.06254549903754e-11,100
"202881","NC_047559.1",18755703,18755705,"*",8.81987732365599e-12,2.37574959137671e-09,-100
"202965","NC_047559.1",18768117,18768119,"*",8.57042624783542e-10,1.32855462868883e-07,100
"203031","NC_047559.1",18777239,18777241,"*",1.14891309966661e-20,2.33225682342715e-17,100
"206979","NC_047559.1",19182907,19182909,"*",1.60946380845944e-12,5.22570484886753e-10,-100
"212756","NC_047559.1",19937373,19937375,"*",1.0825088224469e-05,0.000410620030031929,100
"213330","NC_047559.1",19996199,19996201,"*",1.42383184494201e-19,2.25758913235468e-16,100
"214765","NC_047559.1",20128957,20128959,"*",1.98459950781932e-05,0.00068213038569034,100
"217755","NC_047559.1",20363281,20363283,"*",1.52888462960385e-10,2.94564808360476e-08,-100
"218596","NC_047559.1",20421899,20421901,"*",1.6374419305781e-10,3.12856813025294e-08,100
"219913","NC_047559.1",20559332,20559334,"*",1.7139911971972e-14,8.93483859738134e-12,-100
"220301","NC_047559.1",20600036,20600038,"*",3.32833916042312e-08,3.10061936224399e-06,100
"225239","NC_047559.1",21060879,21060881,"*",1.30957964444831e-14,7.02593691569017e-12,-100
"225914","NC_047559.1",21111252,21111254,"*",5.6271767732449e-19,7.69937589555158e-16,100
"225953","NC_047559.1",21113801,21113803,"*",1.36838738410818e-10,2.66746767338096e-08,-100
"230047","NC_047559.1",21493774,21493776,"*",0.000333000333000333,0.00703176992971011,-100
"230491","NC_047559.1",21528281,21528283,"*",1.76765041361606e-09,2.47864239210892e-07,-100
"233800","NC_047559.1",21811475,21811477,"*",5.65846675050139e-11,1.23066364114263e-08,100
"234918","NC_047559.1",21881666,21881668,"*",3.80919295427739e-17,3.51673874102666e-14,100
"234944","NC_047559.1",21888933,21888935,"*",4.00617913069118e-07,2.57643872957098e-05,100
"238284","NC_047559.1",22164111,22164113,"*",1.72709722734338e-23,6.85017128841426e-20,100
"238799","NC_047559.1",22210027,22210029,"*",2.67078608712745e-08,2.56529399423496e-06,-100
"239472","NC_047559.1",22269695,22269697,"*",1.83331147543323e-22,5.64250928104668e-19,-100
"239534","NC_047559.1",22274244,22274246,"*",8.40357282801132e-14,3.74493326537791e-11,-100
"239648","NC_047559.1",22282806,22282808,"*",8.31032558752044e-11,1.71837932631196e-08,-100
"239693","NC_047559.1",22287751,22287753,"*",2.99163907740175e-16,2.2880227177152e-13,-100
"239802","NC_047559.1",22302827,22302829,"*",1.74469391473792e-09,2.45238709050341e-07,-100
"240318","NC_047559.1",22353593,22353595,"*",9.02879100876878e-07,5.10725394750315e-05,-100
"240429","NC_047559.1",22369287,22369289,"*",2.08029956313709e-06,0.000103172979010496,-100
"241720","NC_047559.1",22488728,22488730,"*",2.39180575271165e-12,7.42141400588966e-10,100
"246244","NC_047559.1",22845249,22845251,"*",4.30905771204759e-11,9.65786938079297e-09,-100
"246334","NC_047559.1",22854022,22854024,"*",1.28934500757877e-08,1.37660355360227e-06,100
"246414","NC_047559.1",22868972,22868974,"*",1.54644117492415e-06,8.0494548714223e-05,100
"255345","NC_047559.1",23978734,23978736,"*",1.06789691124659e-10,2.14719136619162e-08,100
"255491","NC_047559.1",23988110,23988112,"*",8.74075446696256e-07,4.96778531533706e-05,100
"255492","NC_047559.1",23988115,23988117,"*",5.09877343906151e-07,3.15108961129852e-05,100
"255495","NC_047559.1",23988298,23988300,"*",2.8351421540276e-06,0.000133994865017778,100
"255507","NC_047559.1",23989422,23989424,"*",2.8183517084228e-09,3.72207315053262e-07,100
"256895","NC_047559.1",24092234,24092236,"*",2.89966498954372e-12,8.81256125652372e-10,100
"257328","NC_047559.1",24148954,24148956,"*",5.09877343906151e-07,3.15108961129852e-05,-100
"257893","NC_047559.1",24185636,24185638,"*",7.6261281522029e-09,8.78063210685325e-07,-100
"260166","NC_047559.1",24389916,24389918,"*",1.28998968008256e-05,0.000475358964159864,100
"261490","NC_047559.1",24500940,24500942,"*",4.11353352529823e-05,0.00125103724065357,-100
"262628","NC_047559.1",24568444,24568446,"*",5.35778725001407e-16,3.89854420502659e-13,-100
"262889","NC_047559.1",24593269,24593271,"*",2.59288357174899e-08,2.49997720655931e-06,-100
"262996","NC_047559.1",24604582,24604584,"*",1.15615991888382e-08,1.25557589897215e-06,100
"263069","NC_047559.1",24609390,24609392,"*",1.6374419305781e-10,3.12856813025294e-08,100
"263637","NC_047559.1",24658067,24658069,"*",3.14228255404726e-05,0.00100108489605607,100
"264923","NC_047559.1",24794468,24794470,"*",2.8351421540276e-06,0.000133994865017778,100
"266421","NC_047559.1",24945147,24945149,"*",6.59698141281586e-12,1.83330737998265e-09,100
"266618","NC_047559.1",24966398,24966400,"*",1.92296598273176e-07,1.38370278807115e-05,100
"266630","NC_047559.1",24967631,24967633,"*",7.08614143832018e-09,8.25518281707658e-07,-100
"270893","NC_047559.1",25279591,25279593,"*",2.28529640294346e-05,0.000766881558012384,100
"272221","NC_047559.1",25428589,25428591,"*",5.95379852345797e-06,0.000250164657228347,100
"275761","NC_047559.1",25723611,25723613,"*",2.83767215183625e-11,6.68793327193012e-09,100
"279738","NC_047559.1",26043316,26043318,"*",0.000124875124875125,0.00312731402443993,-100
"279971","NC_047559.1",26064234,26064236,"*",5.95379852345797e-06,0.000250164657228347,100
"280752","NC_047559.1",26154400,26154402,"*",8.08015513897866e-05,0.00218185388838999,-100
"281030","NC_047559.1",26187147,26187149,"*",1.92296598273176e-07,1.38370278807115e-05,-100
"281271","NC_047559.1",26210311,26210313,"*",8.78140790753724e-22,2.31051409932246e-18,-100
"281420","NC_047559.1",26230703,26230705,"*",0.000155400155400155,0.00374229625916744,-100
"282817","NC_047559.1",26327430,26327432,"*",8.57042624783542e-10,1.32855462868883e-07,100
"284060","NC_047559.1",26447530,26447532,"*",1.15615991888382e-08,1.25557589897215e-06,-100
"284111","NC_047559.1",26455592,26455594,"*",1.33046608215883e-12,4.41393463314883e-10,-100
"287035","NC_047559.1",26674601,26674603,"*",4.71887019375285e-09,5.81696010445292e-07,-100
"288050","NC_047559.1",26769800,26769802,"*",9.98501748126939e-08,7.9093991238555e-06,100
"289031","NC_047559.1",26870650,26870652,"*",2.01207662279672e-14,1.03152228539527e-11,100
"290380","NC_047559.1",27065854,27065856,"*",4.11353352529823e-05,0.00125103724065357,-100
"290676","NC_047559.1",27089964,27089966,"*",0.000124875124875125,0.00312731402443993,-100
"290677","NC_047559.1",27090012,27090014,"*",1.0825088224469e-05,0.000410620030031929,-100
"291818","NC_047559.1",27231306,27231308,"*",5.95379852345797e-06,0.000250164657228347,-100
"297203","NC_047559.1",27983414,27983416,"*",5.09877343906151e-07,3.15108961129852e-05,-100
"297870","NC_047559.1",28062429,28062431,"*",7.09808102783347e-13,2.53162798447456e-10,100
"301416","NC_047559.1",28461137,28461139,"*",8.74075446696256e-07,4.96778531533706e-05,-100
"301460","NC_047559.1",28464727,28464729,"*",1.26763196841061e-07,9.68914766747421e-06,-100
"301466","NC_047559.1",28465728,28465730,"*",3.37826424782947e-06,0.000154965145653146,100
"306531","NC_047559.1",29060021,29060023,"*",3.76838176622271e-23,1.3683990092247e-19,-100
"311545","NC_047559.1",29433146,29433148,"*",1.32306633854621e-05,0.000485734461788275,-100
"316140","NC_047559.1",30041682,30041684,"*",8.08015513897866e-05,0.00218185388838999,-100
"323493","NC_047559.1",30620776,30620778,"*",3.05850011999105e-22,8.89952741924679e-19,100
"323564","NC_047559.1",30626884,30626886,"*",1.44782753478406e-07,1.08671635955348e-05,-100
"323740","NC_047559.1",30645232,30645234,"*",1.60409557787722e-15,1.05411067748963e-12,100
"323870","NC_047559.1",30663546,30663548,"*",2.39678313354947e-09,3.22509141913368e-07,-100
"324125","NC_047559.1",30686957,30686959,"*",2.8351421540276e-06,0.000133994865017778,100
"324247","NC_047559.1",30699461,30699463,"*",1.12698432468938e-11,2.95795705866551e-09,-100
"324297","NC_047559.1",30708361,30708363,"*",3.40217058483311e-06,0.000155903453944245,-100
"334204","NC_047559.1",31765545,31765547,"*",7.08614143832018e-09,8.25518281707658e-07,100
