"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"375","NC_047559.1",7867,7869,"*",2.33980960791286e-15,4.08615261059822e-12,64.5753773413348
"4716","NC_047559.1",744037,744039,"*",1.38958513795012e-21,8.494517227341e-18,-53.2666983975884
"4746","NC_047559.1",749465,749467,"*",1.64040305475496e-10,9.16776430481417e-08,-59.0909090909091
"9527","NC_047559.1",1191754,1191756,"*",1.15860373597428e-09,5.20652925505701e-07,56.0804701627486
"9899","NC_047559.1",1205353,1205355,"*",4.77416075309706e-08,1.3671081896042e-05,-66.2207357859532
"15812","NC_047559.1",2121869,2121871,"*",7.5576155589551e-07,0.00014922904894523,-59.9326599326599
"16816","NC_047559.1",2178949,2178951,"*",7.85809101085338e-05,0.00766121818373702,-58.4615384615385
"20531","NC_047559.1",2799230,2799232,"*",3.80844551268305e-20,1.83006629186346e-16,83.0864530029626
"20532","NC_047559.1",2799498,2799500,"*",3.12088092014594e-12,2.68411376882573e-09,65.5769230769231
"21934","NC_047559.1",3065822,3065824,"*",5.59237299299432e-06,0.000832721250392887,67.5486287302163
"22897","NC_047559.1",3187292,3187294,"*",4.86849632049341e-13,5.05764789082951e-10,66.7329512223652
"22984","NC_047559.1",3194838,3194840,"*",2.98943022845196e-09,1.20184463685709e-06,-69.620253164557
"23838","NC_047559.1",3243759,3243761,"*",1.66362599390414e-36,9.31238748173374e-32,-66.3934426229508
"23884","NC_047559.1",3246151,3246153,"*",3.72273830840375e-13,3.97973444016197e-10,-54.4303797468354
"25089","NC_047559.1",3322899,3322901,"*",7.57421023571553e-10,3.57818949573168e-07,-54.7039220712638
"25132","NC_047559.1",3328113,3328115,"*",6.24140316699284e-09,2.29576573318072e-06,-52.6881720430108
"27690","NC_047559.1",3604112,3604114,"*",1.35672529230303e-30,3.43211460007439e-26,-67.9611650485437
"27733","NC_047559.1",3608337,3608339,"*",3.08132713437481e-05,0.0035122578040522,59.2307692307692
"31184","NC_047559.1",3827042,3827044,"*",7.9547836934472e-19,2.92293091877307e-15,-72.2449908925319
"32064","NC_047559.1",3913926,3913928,"*",8.39650227670889e-41,9.01644887460519e-36,-73.8317757009346
"46038","NC_047559.1",4906100,4906102,"*",2.19034904352086e-11,1.5269141873751e-08,-58.8071348940914
"46042","NC_047559.1",4906303,4906305,"*",1.30889484050186e-14,1.97282290425766e-11,-59.5496772161864
"47335","NC_047559.1",5000797,5000799,"*",1.09811813769138e-19,4.82309083532905e-16,56.2254259501966
"47343","NC_047559.1",5001571,5001573,"*",1.03093211404981e-09,4.70309028201232e-07,53.0874785591767
"47359","NC_047559.1",5002362,5002364,"*",2.88892347960566e-12,2.50550479428994e-09,54.0928270042194
"47369","NC_047559.1",5003162,5003164,"*",1.32237988031989e-11,9.78082675663038e-09,51.4735866543095
"49636","NC_047559.1",5138559,5138561,"*",3.04258667895381e-13,3.31898597601946e-10,71.8518518518519
"49840","NC_047559.1",5164578,5164580,"*",8.09495589890665e-08,2.16796085548736e-05,-59.3301435406699
"50884","NC_047559.1",5242052,5242054,"*",3.15453273882439e-14,4.36572243858794e-11,58.5470085470086
"52186","NC_047559.1",5423558,5423560,"*",6.04209516367823e-40,5.78040231262001e-35,-52
"52437","NC_047559.1",5451033,5451035,"*",4.08074043896416e-11,2.65676609389867e-08,65.1589996912627
"55783","NC_047559.1",5916551,5916553,"*",7.76472255663167e-15,1.22950074322219e-11,51.5151515151515
"56602","NC_047559.1",5997049,5997051,"*",2.93381556617688e-10,1.54633979233132e-07,57.6612903225806
"61228","NC_047559.1",6531638,6531640,"*",1.42697104012267e-19,6.12432012393514e-16,71.9298245614035
"61229","NC_047559.1",6531650,6531652,"*",8.62411009710335e-19,3.13907165176593e-15,76.7441860465116
"70396","NC_047559.1",7270428,7270430,"*",2.81221195320287e-05,0.00325751413074175,55.5194805194805
"70420","NC_047559.1",7271820,7271822,"*",7.59064062894451e-07,0.000149796569443092,-58.3840432724814
"80891","NC_047559.1",8166690,8166692,"*",4.1719623255581e-16,8.60187054522162e-13,77.3809523809524
"82090","NC_047559.1",8274547,8274549,"*",8.87462920929536e-13,8.68931915946128e-10,-50.9615384615385
"82096","NC_047559.1",8275086,8275088,"*",4.44189746734478e-05,0.00475927317294033,-54.9019607843137
"82147","NC_047559.1",8279355,8279357,"*",1.81643454534211e-17,5.05697891754638e-14,-55.0872093023256
"82148","NC_047559.1",8279358,8279360,"*",4.62824197545708e-20,2.18019870895892e-16,-57.5757575757576
"82149","NC_047559.1",8279368,8279370,"*",2.59956972565496e-16,5.56937296767409e-13,-55.1724137931034
"96358","NC_047559.1",9321563,9321565,"*",5.54143958953272e-19,2.12057237437347e-15,-72.9411764705882
"97446","NC_047559.1",9395660,9395662,"*",1.93355205373721e-14,2.79965256992817e-11,-62.1052631578947
"97454","NC_047559.1",9396231,9396233,"*",2.39479593956028e-06,0.000403383831700904,67.9050567595459
"97483","NC_047559.1",9400934,9400936,"*",2.226527982994e-20,1.10942368649327e-16,-66.6666666666667
"97484","NC_047559.1",9400941,9400943,"*",2.79381851317025e-14,3.90554611866798e-11,-56.9319114027892
"97486","NC_047559.1",9400974,9400976,"*",3.0653995919084e-16,6.46990659948956e-13,-81.6326530612245
"106872","NC_047559.1",10111129,10111131,"*",1.30639269310437e-14,1.96961575765417e-11,57.6086956521739
"107575","NC_047559.1",10183110,10183112,"*",2.52962076464769e-18,8.46712692974562e-15,54.1533735082122
"107597","NC_047559.1",10185079,10185081,"*",7.57768762334432e-06,0.00107515631316066,-56.4055299539171
"108045","NC_047559.1",10250581,10250583,"*",1.47127433027859e-06,0.00026549370386505,53.579736365986
"109827","NC_047559.1",10388829,10388831,"*",6.78550882829585e-11,4.17862954295218e-08,53.6551724137931
"114552","NC_047559.1",10853331,10853333,"*",2.72975359168256e-22,1.88248750633517e-18,-75
"114716","NC_047559.1",10868218,10868220,"*",2.58951711873285e-09,1.05894811071864e-06,55.1028481012658
"116158","NC_047559.1",10954821,10954823,"*",9.08668250680134e-05,0.00863285069140672,-55.6756756756757
"116446","NC_047559.1",10983722,10983724,"*",3.7991896193345e-11,2.49476143321728e-08,-61.7021276595745
"118058","NC_047559.1",11096711,11096713,"*",8.57661388443264e-06,0.00119371269013709,50.1234567901235
"118309","NC_047559.1",11117667,11117669,"*",4.20977456345736e-10,2.12682991277231e-07,-77.0833333333333
"125761","NC_047559.1",11690479,11690481,"*",2.81827302650536e-26,3.79262148606701e-22,-54.6376186367558
"134851","NC_047559.1",12382145,12382147,"*",8.94593967983318e-11,5.34418955608528e-08,-56.1157796451914
"136338","NC_047559.1",12505033,12505035,"*",7.74192847139479e-09,2.77779557415665e-06,-66.9871794871795
"136397","NC_047559.1",12511936,12511938,"*",1.36107923043875e-12,1.27614181389625e-09,53.1828826910794
"136443","NC_047559.1",12516267,12516269,"*",3.03859851030578e-14,4.21636487136985e-11,53.9819004524887
"136482","NC_047559.1",12522225,12522227,"*",1.11075693957896e-10,6.47310388038066e-08,59.2873426504113
"137060","NC_047559.1",12594788,12594790,"*",1.98719140071122e-08,6.3571110242856e-06,66.6666666666667
"142830","NC_047559.1",13002340,13002342,"*",2.18474525368598e-24,2.15678467964381e-20,65.668202764977
"145855","NC_047559.1",13264128,13264130,"*",1.37803040364417e-09,6.07481677964245e-07,51.4550264550265
"146376","NC_047559.1",13314063,13314065,"*",7.37667268257041e-05,0.0072708066536642,-57.5757575757576
"147954","NC_047559.1",13502465,13502467,"*",1.31984445577482e-20,6.86239060561438e-17,-61.3662131519274
"147957","NC_047559.1",13502858,13502860,"*",4.42129187616621e-07,9.39613571245903e-05,57.4358974358974
