"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"375","NC_047559.1",7867,7869,"*",1.62548959439652e-16,4.40724882587981e-13,65.1062155782848
"2609","NC_047559.1",559248,559250,"*",1.04490265611654e-05,0.0015425515346034,-45.2380952380952
"2654","NC_047559.1",561284,561286,"*",5.18945988190021e-14,8.34518124997475e-11,-28.5084643894621
"2902","NC_047559.1",589057,589059,"*",1.74307272714575e-06,0.000343546242163394,29.4117647058824
"3089","NC_047559.1",606381,606383,"*",9.15052785187558e-05,0.00924079678806778,25.0607128867998
"4651","NC_047559.1",737161,737163,"*",7.85388195417645e-05,0.00815612689737848,29.7539097355939
"4686","NC_047559.1",741585,741587,"*",4.16159580479533e-06,0.000712875666228856,58.141592920354
"4704","NC_047559.1",742817,742819,"*",8.5993480420302e-17,2.47864477101303e-13,30.1926378027847
"4716","NC_047559.1",744037,744039,"*",1.23540674041092e-22,1.12887344097575e-18,-43.4062913570192
"4735","NC_047559.1",748282,748284,"*",1.95623498241969e-05,0.00260193682235013,-38.8565891472868
"4742","NC_047559.1",749417,749419,"*",4.23696970185844e-14,6.97198263772118e-11,-31.9336626676076
"4743","NC_047559.1",749420,749422,"*",2.19839856427239e-11,1.87048707923227e-08,-31.8479685452162
"4746","NC_047559.1",749465,749467,"*",1.19910139346577e-12,1.39354864526154e-09,-47.9378461029837
"5765","NC_047559.1",823832,823834,"*",1.52399512888401e-10,1.03828684912089e-07,28.5714285714286
"5770","NC_047559.1",824149,824151,"*",1.12438668863785e-14,2.08630220424921e-11,25.4253498439545
"5778","NC_047559.1",824650,824652,"*",8.14606325985747e-26,1.26526788550634e-21,29.727730097662
"7216","NC_047559.1",983831,983833,"*",2.44513010476956e-09,1.1890649672551e-06,-29.0956072351421
"7223","NC_047559.1",984309,984311,"*",8.59657678284608e-10,4.75110159849379e-07,39.2572944297082
"7417","NC_047559.1",1004307,1004309,"*",5.84163455424957e-08,1.8975605062167e-05,-25.8064516129032
"7473","NC_047559.1",1007670,1007672,"*",3.16715262041301e-18,1.19392151766696e-14,29.0486564996369
"7504","NC_047559.1",1011883,1011885,"*",1.08451914572498e-05,0.00159080200548675,47.4173553719008
"8618","NC_047559.1",1108363,1108365,"*",5.57971620895082e-06,0.000914898720990506,38.6904761904762
"8681","NC_047559.1",1119617,1119619,"*",3.67237128526442e-05,0.0043796127834505,27.9982363315697
"8710","NC_047559.1",1123234,1123236,"*",3.12823958465098e-06,0.000561337079045937,26.9802836388793
"8744","NC_047559.1",1125157,1125159,"*",3.18750882320511e-17,1.00147706095171e-13,26.9909502262443
"9329","NC_047559.1",1161769,1161771,"*",1.29025894926904e-07,3.73276719268503e-05,-40.9897384971864
"9436","NC_047559.1",1173602,1173604,"*",9.65303058959323e-06,0.00144269639275506,38.8239224858002
"9527","NC_047559.1",1191754,1191756,"*",9.10615096150674e-12,8.55819210647154e-09,53.4323271665044
"9915","NC_047559.1",1207111,1207113,"*",2.63126670300047e-07,6.86199334281947e-05,-40.8045977011494
"10412","NC_047559.1",1432585,1432587,"*",1.64983175773467e-11,1.45140060907836e-08,-27.3972602739726
"12079","NC_047559.1",1715422,1715424,"*",1.00798388019469e-07,3.02445565149258e-05,30.3212851405622
"12168","NC_047559.1",1723385,1723387,"*",5.89392914920624e-17,1.75689176398399e-13,-39.8148148148148
"14503","NC_047559.1",1870958,1870960,"*",1.04343700904523e-05,0.00154120936819899,-48.5711369667279
"14504","NC_047559.1",1870970,1870972,"*",1.00570248868226e-06,0.000215112015018383,-43.5348179568752
"15594","NC_047559.1",2092654,2092656,"*",7.71373680006052e-05,0.00803529823544137,49.5262429468753
"15748","NC_047559.1",2112504,2112506,"*",2.02836019929217e-05,0.00268219290793426,32.7777777777778
"15868","NC_047559.1",2125604,2125606,"*",5.03067284631447e-07,0.00011922672512327,34.4917277844107
"16737","NC_047559.1",2173397,2173399,"*",2.32887043910321e-10,1.50756553014345e-07,-39.6043040610899
"16905","NC_047559.1",2188193,2188195,"*",3.90584478611099e-07,9.58178079835439e-05,-27.0989974937343
"20522","NC_047559.1",2782853,2782855,"*",5.97007077051105e-14,9.44952312297743e-11,38.4002125963327
"20530","NC_047559.1",2792607,2792609,"*",2.77002835981994e-06,0.000508253755861752,51.8593644354293
"20532","NC_047559.1",2799498,2799500,"*",3.12088057987684e-12,3.28821473537126e-09,41.1834671424323
"21934","NC_047559.1",3065822,3065824,"*",4.43002899193152e-05,0.00509735167303334,60.0770492972819
"22298","NC_047559.1",3126472,3126474,"*",2.95809116591801e-05,0.00366323232917584,31.1161501637692
"23262","NC_047559.1",3216341,3216343,"*",5.02597179914425e-10,2.97028423616544e-07,-27.2727272727273
"23263","NC_047559.1",3216355,3216357,"*",8.48468454553272e-10,4.6999496800875e-07,-30
"23264","NC_047559.1",3216408,3216410,"*",1.46913480879755e-07,4.1793470248655e-05,-28.2608695652174
"23795","NC_047559.1",3238712,3238714,"*",1.15922391591641e-14,2.14107605330434e-11,-32.1590909090909
"23796","NC_047559.1",3238729,3238731,"*",2.24027870259803e-05,0.00290976441529109,-37.0584239130435
"23886","NC_047559.1",3246183,3246185,"*",1.46192751223939e-05,0.00204338509695051,-34.6488294314381
"24851","NC_047559.1",3302600,3302602,"*",6.23175039593687e-06,0.00100364990502483,-43.9382530120482
"25132","NC_047559.1",3328113,3328115,"*",2.49027042125842e-13,3.40250651782359e-10,-48.1203007518797
"25140","NC_047559.1",3328447,3328449,"*",2.19583882235645e-33,1.0071906312219e-28,-37.3737373737374
"27733","NC_047559.1",3608337,3608339,"*",3.32607488761325e-07,8.39396085161467e-05,46.2799495586381
"27750","NC_047559.1",3610962,3610964,"*",6.7893095558352e-06,0.00107618477859018,41.2810490480393
"27751","NC_047559.1",3611505,3611507,"*",4.05341454457055e-09,1.85108015554992e-06,53.448275862069
"30597","NC_047559.1",3788287,3788289,"*",4.99780621239927e-05,0.00562830858716217,31.5435139573071
"30692","NC_047559.1",3797398,3797400,"*",6.760105834595e-17,1.98903376107869e-13,-33.4935897435897
"30706","NC_047559.1",3799229,3799231,"*",5.0780352313791e-07,0.00012019139437647,36
"31191","NC_047559.1",3828626,3828628,"*",3.72892690470506e-13,4.88697837623456e-10,-36.9747899159664
"31194","NC_047559.1",3828838,3828840,"*",1.22458395500259e-07,3.57318039582016e-05,-33.3244751528036
"31499","NC_047559.1",3858476,3858478,"*",9.6842716814959e-05,0.00967608675059193,47.6373626373626
"31508","NC_047559.1",3859011,3859013,"*",3.03954923707816e-06,0.000547982788415436,-25.7053834169985
"31537","NC_047559.1",3860087,3860089,"*",1.2489398133076e-06,0.00025903066573017,30.2631578947368
"31755","NC_047559.1",3881109,3881111,"*",3.3958416829123e-06,0.000601343062414462,-35.9354838709677
"31854","NC_047559.1",3891027,3891029,"*",2.1771658402945e-16,5.75851264757861e-13,-40.8163265306122
"31998","NC_047559.1",3908667,3908669,"*",5.05602565338276e-21,3.44597923715306e-17,-34.2648401826484
"32064","NC_047559.1",3913926,3913928,"*",1.08462926383698e-45,2.58061516171489e-40,-74.8831918092065
"32082","NC_047559.1",3914926,3914928,"*",5.08425643310472e-05,0.00571092080520059,-27.2665481543449
"32176","NC_047559.1",3927939,3927941,"*",3.5316820442551e-06,0.000621545483434783,-32.4016563146998
"42124","NC_047559.1",4544161,4544163,"*",3.8536029764858e-05,0.00455383059242395,-29.2307692307692
"46058","NC_047559.1",4908691,4908693,"*",1.52030155981042e-05,0.00211054882541102,-28.3882783882784
"47000","NC_047559.1",4973759,4973761,"*",3.04026654429642e-05,0.00374444398397067,-27.01860231272
"47257","NC_047559.1",4996161,4996163,"*",7.60873556632119e-05,0.00794695397791552,25.0554323725055
"47371","NC_047559.1",5003204,5003206,"*",4.58569601899173e-13,5.89959670705271e-10,39.5164006196538
"49721","NC_047559.1",5147728,5147730,"*",8.57734287022418e-05,0.0087639824670043,-30.7446808510638
"49763","NC_047559.1",5153291,5153293,"*",8.36659762541396e-11,6.12501912056556e-08,-25.974025974026
"49840","NC_047559.1",5164578,5164580,"*",5.01577026103699e-05,0.00564477410320278,-49.9863275909215
"49936","NC_047559.1",5175058,5175060,"*",1.43318784161671e-08,5.59129366791758e-06,-26.4705882352941
"49964","NC_047559.1",5181900,5181902,"*",3.45873681661573e-10,2.14252261851966e-07,-33.8474504846186
"50812","NC_047559.1",5231796,5231798,"*",9.3712257517214e-11,6.76399397834213e-08,28.3783783783784
"51315","NC_047559.1",5342650,5342652,"*",4.07921666224193e-06,0.000700759390629816,-26.6424288812348
"51356","NC_047559.1",5347061,5347063,"*",1.05595608983424e-07,3.14478111544839e-05,-29.8357963875205
"52021","NC_047559.1",5410386,5410388,"*",3.02519900893291e-10,1.9062258146621e-07,-30.5339499684675
"52022","NC_047559.1",5410396,5410398,"*",7.83300924946635e-10,4.38324636589098e-07,-36.7448866338988
"52185","NC_047559.1",5423540,5423542,"*",2.14465046111899e-16,5.68356032789513e-13,-36.2850008917425
"52252","NC_047559.1",5430147,5430149,"*",6.26975525831432e-09,2.71090642195915e-06,25.0881458966565
"52281","NC_047559.1",5433221,5433223,"*",2.24256714623404e-06,0.000425320892518888,-25.1158920717936
"56010","NC_047559.1",5931544,5931546,"*",6.41769238115811e-06,0.00102754775234468,48.3427141963727
"56055","NC_047559.1",5939943,5939945,"*",9.2031588496433e-05,0.00928488321743899,31.3003095975232
"56217","NC_047559.1",5957535,5957537,"*",6.69758121390641e-06,0.00106444917164303,29.7115276686497
"56220","NC_047559.1",5957670,5957672,"*",4.60485731693312e-08,1.53927693378465e-05,27.7777777777778
"56579","NC_047559.1",5993393,5993395,"*",1.45272774864459e-06,0.000294493442798175,38.7403100775194
"57991","NC_047559.1",6234146,6234148,"*",5.56478196629915e-33,2.36814150279504e-28,-43.9759036144578
"58225","NC_047559.1",6315937,6315939,"*",7.91494117711576e-05,0.00820893674797559,-31.3379602853287
"58355","NC_047559.1",6327898,6327900,"*",1.03394422276363e-06,0.000220234759568014,65
"59133","NC_047559.1",6379314,6379316,"*",2.79633966437506e-06,0.000512126336817403,-32.2825548770424
"60135","NC_047559.1",6437422,6437424,"*",5.16091106875159e-05,0.00578262904624006,-25.5813953488372
"61240","NC_047559.1",6532045,6532047,"*",2.17721707962069e-06,0.000414956478854751,33.2057416267943
"61655","NC_047559.1",6570506,6570508,"*",3.43465798689135e-06,0.000606861723800132,34.6892495216498
"61714","NC_047559.1",6574334,6574336,"*",3.03508413587101e-05,0.00373923600338554,-26.5441176470588
"61826","NC_047559.1",6585195,6585197,"*",2.60857557265638e-14,4.49448837234216e-11,-41.3510986442263
"61894","NC_047559.1",6592220,6592222,"*",5.36687211557622e-11,4.12150919120542e-08,30.6501547987616
"61996","NC_047559.1",6601384,6601386,"*",1.06387365869576e-11,9.81270624054311e-09,-29.1666666666667
"63039","NC_047559.1",6694796,6694798,"*",2.23778201699524e-05,0.00290705188612699,26.8099547511312
"65930","NC_047559.1",6930376,6930378,"*",3.46760434880005e-07,8.69070243875193e-05,-25.8723404255319
"65969","NC_047559.1",6936424,6936426,"*",1.30058690916754e-10,9.0216751507499e-08,50.7046304285304
"65978","NC_047559.1",6937241,6937243,"*",3.69811988977594e-07,9.14894425258492e-05,25.2554050843431
"65979","NC_047559.1",6937254,6937256,"*",4.78366296465965e-11,3.72389542424251e-08,44.8727272727273
"65980","NC_047559.1",6937265,6937267,"*",8.23273769701269e-05,0.00847807629759366,31.9029850746269
"67203","NC_047559.1",7056654,7056656,"*",7.01068919930148e-05,0.00743055870658634,26.6666666666667
