"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"5282","C22384",1331,1330,"+",3.0592640634369e-07,0.000292110206736345,-100
"5283","C22384",1346,1345,"+",1.54644117492415e-06,0.000966603943000173,-100
"6202","C22628",1044,1043,"+",7.39602301050679e-07,0.000566723539743145,100
"6204","C22628",1593,1592,"+",1.54644117492415e-06,0.000966603943000173,100
"6205","C22628",1624,1623,"+",4.00617913069118e-07,0.000359546296744814,100
"49068","C28982",4932,4931,"+",4.65675522883759e-08,7.18241609131711e-05,100
"61675","C29914",4055,4054,"+",6.3334844785763e-18,3.7535913074059e-13,-100
"62832","C29976",652,651,"+",7.98927711183157e-10,3.0810560898817e-06,-100
"67244","C30322",3485,3484,"+",1.18535587643139e-07,0.00014463273852165,-100
"67245","C30322",3602,3601,"+",2.67078608712745e-08,4.69196243480135e-05,-100
"68487","C30426",2243,2242,"+",1.54644117492415e-06,0.000966603943000173,100
"101610","C32984",5073,5072,"+",4.98546736263789e-08,7.50714623079329e-05,-100
"109894","C33708",8310,8309,"+",1.03544322147095e-07,0.000130886878610058,100
"112913","C34158",8562,8561,"+",2.24346031318706e-07,0.000231146749385559,100
"134222","C37024",13064,13063,"+",8.74075446696256e-07,0.000635841307794365,100
"145290","scaffold100",645220,645219,"+",1.92296598273176e-07,0.000207427929230591,-100
"145570","scaffold100",676767,676766,"+",4.9925087406347e-08,7.50714623079329e-05,100
"151928","scaffold1000",295296,295295,"+",7.39602301050679e-07,0.000566723539743145,-100
"158756","scaffold1004",438046,438045,"+",6.87650670708678e-09,1.63162794247856e-05,-100
"169351","scaffold1009",963656,963655,"+",1.92296598273176e-07,0.000207427929230591,100
"174279","scaffold1009",1519493,1519492,"+",7.39602301050678e-07,0.000566723539743145,100
"180362","scaffold101",294029,294028,"+",8.74075446696256e-07,0.000635841307794365,100
"199654","scaffold1017",395468,395467,"+",1.29430402683869e-07,0.000154732082613734,100
"211343","scaffold102",107846,107845,"+",1.82363934074417e-09,5.825845309763e-06,-100
"211348","scaffold102",107980,107979,"+",7.39602301050679e-07,0.000566723539743145,-100
"211357","scaffold102",108202,108201,"+",1.03544322147095e-07,0.000130886878610058,-100
"211359","scaffold102",108299,108298,"+",1.18535587643139e-07,0.00014463273852165,-100
"211363","scaffold102",108463,108462,"+",8.57042624783542e-10,3.25406466325232e-06,-100
"211364","scaffold102",108469,108468,"+",8.5704262478354e-10,3.25406466325232e-06,-100
"211373","scaffold102",108947,108946,"+",7.08614143832018e-09,1.67217567685415e-05,-100
"211374","scaffold102",109073,109072,"+",1.88262403903809e-07,0.00020539667520118,-100
"211392","scaffold102",110253,110252,"+",1.54644117492415e-06,0.000966603943000173,-100
"211401","scaffold102",110678,110677,"+",5.09877343906151e-07,0.00042857134441144,-100
