"","chr","start","end","strand","pvalue","qvalue","meth.diff"
"5282","C22384",1331,1330,"+",3.0592640634369e-07,0.000292110206736345,-100
"5283","C22384",1346,1345,"+",1.54644117492415e-06,0.000966603943000173,-100
"61675","C29914",4055,4054,"+",6.3334844785763e-18,3.7535913074059e-13,-100
"62832","C29976",652,651,"+",7.98927711183157e-10,3.0810560898817e-06,-100
"67244","C30322",3485,3484,"+",1.18535587643139e-07,0.00014463273852165,-100
"67245","C30322",3602,3601,"+",2.67078608712745e-08,4.69196243480135e-05,-100
"101610","C32984",5073,5072,"+",4.98546736263789e-08,7.50714623079329e-05,-100
"145290","scaffold100",645220,645219,"+",1.92296598273176e-07,0.000207427929230591,-100
"151928","scaffold1000",295296,295295,"+",7.39602301050679e-07,0.000566723539743145,-100
"158756","scaffold1004",438046,438045,"+",6.87650670708678e-09,1.63162794247856e-05,-100
"211343","scaffold102",107846,107845,"+",1.82363934074417e-09,5.825845309763e-06,-100
"211348","scaffold102",107980,107979,"+",7.39602301050679e-07,0.000566723539743145,-100
"211357","scaffold102",108202,108201,"+",1.03544322147095e-07,0.000130886878610058,-100
"211359","scaffold102",108299,108298,"+",1.18535587643139e-07,0.00014463273852165,-100
"211363","scaffold102",108463,108462,"+",8.57042624783542e-10,3.25406466325232e-06,-100
"211364","scaffold102",108469,108468,"+",8.5704262478354e-10,3.25406466325232e-06,-100
"211373","scaffold102",108947,108946,"+",7.08614143832018e-09,1.67217567685415e-05,-100
"211374","scaffold102",109073,109072,"+",1.88262403903809e-07,0.00020539667520118,-100
"211392","scaffold102",110253,110252,"+",1.54644117492415e-06,0.000966603943000173,-100
"211401","scaffold102",110678,110677,"+",5.09877343906151e-07,0.00042857134441144,-100
"248924","scaffold1024",1048270,1048269,"+",1.54644117492415e-06,0.000966603943000173,-100
"287777","scaffold1037",361691,361690,"+",8.57042624783542e-10,3.25406466325232e-06,-100
"287779","scaffold1037",361709,361708,"+",2.24346031318706e-07,0.000231146749385559,-100
"287814","scaffold1037",367556,367555,"+",4.98546736263789e-08,7.50714623079329e-05,-100
"302637","scaffold1053",232380,232379,"+",1.54644117492415e-06,0.000966603943000173,-100
"336786","scaffold107",1026791,1026790,"+",1.92296598273177e-07,0.000207427929230591,-100
"350099","scaffold1083",126873,126872,"+",5.75246234150529e-08,8.29459173320799e-05,-100
"360469","scaffold1086",399470,399469,"+",1.88262403903809e-07,0.00020539667520118,-100
"360965","scaffold1086",483748,483747,"+",1.92296598273176e-07,0.000207427929230591,-100
"379039","scaffold1093",582197,582196,"+",2.12118049633927e-09,6.60052748124576e-06,-100
"379040","scaffold1093",582199,582198,"+",2.12118049633927e-09,6.60052748124576e-06,-100
"384805","scaffold1094",672950,672949,"+",1.03544322147095e-07,0.000130886878610058,-100
